Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 108854 facts in 0.29 s using -9 MB
Using HeadCoverage as pruning metric with minimum threshold 0.75
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
Filtering on standard confidence with minimum threshold 0.75
Filtering on PCA confidence with minimum threshold 0.75
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?a  456  ?b   => ?a  1105  ?b	0.77739726	0.873076923	0.922764228	227	260	246	?b	0.0	0.0	0.0
?b  494  ?a   => ?a  1105  ?b	0.756849315	0.85	0.917012448	221	260	241	?b	0.0	0.0	0.0
?b  1119  ?a   => ?a  1105  ?b	0.756849315	0.873517787	0.920833333	221	253	240	?b	0.0	0.0	0.0
?a  488  ?b   => ?a  1105  ?b	0.753424658	0.856031128	0.916666667	220	257	240	?b	0.0	0.0	0.0
?b  1140  ?a   => ?a  1140  ?b	1	1	1	367	367	367	?a	0.0	0.0	0.0
?b  1168  ?a   => ?a  301  ?b	0.849056604	0.818181818	0.825688073	90	110	109	?a	0.0	0.0	0.0
?b  885  ?a   => ?a  885  ?b	0.849557522	0.849557522	0.857142857	96	113	112	?a	0.0	0.0	0.0
?b  445  ?a   => ?a  595  ?b	0.827338129	0.809859155	0.833333333	115	142	138	?a	0.0	0.0	0.0
?a  964  ?b   => ?a  589  ?b	0.833333333	0.760869565	1	105	138	105	?a	0.0	0.0	0.0
?b  1177  ?a   => ?a  1136  ?b	0.817112299	0.823275862	0.888372093	764	928	860	?a	0.0	0.0	0.0
?b  1257  ?a   => ?a  577  ?b	0.85	0.798657718	0.804054054	119	149	148	?b	0.0	0.0	0.0
?b  1112  ?a   => ?a  1112  ?b	0.825203252	0.825203252	0.886462882	406	492	458	?a	0.0	0.0	0.0
?b  1077  ?a   => ?a  587  ?b	0.804054054	0.793333333	0.881481481	119	150	135	?b	0.0	0.0	0.0
?b  1183  ?a   => ?a  574  ?b	0.775362319	0.849206349	0.899159664	107	126	119	?b	0.0	0.0	0.0
?b  1275  ?a   => ?a  564  ?b	0.832369942	0.827586207	0.935064935	144	174	154	?a	0.0	0.0	0.0
?b  1001  ?a   => ?a  563  ?b	0.865248227	0.853146853	0.953125	122	143	128	?b	0.0	0.0	0.0
?b  1085  ?a   => ?a  570  ?b	0.835294118	0.865853659	0.891213389	213	246	239	?a	0.0	0.0	0.0
?b  1284  ?a   => ?a  546  ?b	0.752475248	0.791666667	0.791666667	76	96	96	?a	0.0	0.0	0.0
?a  969  ?b   => ?a  546  ?b	0.801980198	0.81	0.81	81	100	100	?a	0.0	0.0	0.0
?a  586  ?b   => ?a  546  ?b	0.772277228	0.829787234	0.829787234	78	94	94	?a	0.0	0.0	0.0
?b  1149  ?a   => ?a  572  ?b	0.813636364	0.83255814	0.932291667	179	215	192	?a	0.0	0.0	0.0
?b  1082  ?a   => ?a  554  ?b	0.801020408	0.813471503	1	157	193	157	?b	0.0	0.0	0.0
?b  1260  ?a   => ?a  1312  ?b	0.838709677	0.844155844	0.955882353	130	154	136	?b	0.0	0.0	0.0
?b  1305  ?a   => ?a  539  ?b	0.805755396	0.832713755	0.832713755	224	269	269	?b	0.0	0.0	0.0
?b  15  ?a   => ?a  1110  ?b	0.829793689	0.817882775	0.837928922	2735	3344	3264	?b	0.0	0.0	0.0
?b  539  ?a   => ?a  1305  ?b	0.832713755	0.805755396	0.80866426	224	278	277	?a	0.0	0.0	0.0
?b  1104  ?a   => ?a  1307  ?b	0.81533101	0.838709677	0.947368421	234	279	247	?a	0.0	0.0	0.0
?b  1097  ?a   => ?a  1097  ?b	0.815384615	0.815384615	0.815384615	212	260	260	?a	0.0	0.0	0.0
?b  999  ?a   => ?a  522  ?b	0.840659341	0.85	0.916167665	153	180	167	?a	0.0	0.0	0.0
?b  1011  ?a   => ?a  519  ?b	0.828402367	0.858895706	1	140	163	140	?a	0.0	0.0	0.0
?b  968  ?a   => ?a  1086  ?b	0.780952381	0.788461538	0.911111111	82	104	90	?a	0.0	0.0	0.0
?b  1172  ?a   => ?a  576  ?b	0.776041667	0.796791444	1	149	187	149	?a	0.0	0.0	0.0
?b  570  ?a   => ?a  1085  ?b	0.865853659	0.835294118	0.880165289	213	255	242	?b	0.0	0.0	0.0
?b  554  ?a   => ?a  1082  ?b	0.813471503	0.801020408	1	157	196	157	?a	0.0	0.0	0.0
?b  1079  ?a   => ?a  1079  ?b	0.791666667	0.791666667	0.88372093	114	144	129	?b	0.0	0.0	0.0
?b  587  ?a   => ?a  1077  ?b	0.793333333	0.804054054	0.868613139	119	148	137	?a	0.0	0.0	0.0
?b  1088  ?a   => ?a  1088  ?b	0.831013917	0.831013917	0.865424431	836	1006	966	?b	0.0	0.0	0.0
?b  1240  ?a   => ?a  1071  ?b	0.845433255	0.826086957	0.942558747	361	437	383	?b	0.0	0.0	0.0
?b  1070  ?a   => ?a  1070  ?b	0.8	0.8	0.961038961	148	185	154	?a	0.0	0.0	0.0
?b  1167  ?a   => ?a  1308  ?b	0.828879512	0.8125	0.864970646	1768	2176	2044	?a	0.0	0.0	0.0
?b  1237  ?a   => ?a  1067  ?b	0.816831683	0.820895522	0.870712401	330	402	379	?a	0.0	0.0	0.0
?b  1248  ?a   => ?a  566  ?b	0.812227074	0.8	0.892086331	372	465	417	?a	0.0	0.0	0.0
?b  1280  ?a   => ?a  1035  ?b	0.857142857	0.836065574	0.836065574	102	122	122	?a	0.0	0.0	0.0
?b  1179  ?a   => ?a  1059  ?b	0.840740741	0.834558824	0.995614035	227	272	228	?b	0.0	0.0	0.0
?b  1292  ?a   => ?a  1052  ?b	0.849372385	0.805555556	0.962085308	203	252	211	?a	0.0	0.0	0.0
?b  1286  ?a   => ?a  575  ?b	0.865030675	0.844311377	0.992957746	141	167	142	?a	0.0	0.0	0.0
?b  1220  ?a   => ?a  1017  ?b	0.791855204	0.829383886	0.888324873	175	211	197	?b	0.0	0.0	0.0
?b  1299  ?a   => ?a  27  ?b	0.809798271	0.826470588	0.927392739	281	340	303	?a	0.0	0.0	0.0
?b  1229  ?a   => ?a  1019  ?b	0.793859649	0.793859649	0.937823834	181	228	193	?a	0.0	0.0	0.0
?b  519  ?a   => ?a  1011  ?b	0.858895706	0.828402367	1	140	169	140	?b	0.0	0.0	0.0
?b  1233  ?a   => ?a  1061  ?b	0.842519685	0.819923372	0.972727273	214	261	220	?b	0.0	0.0	0.0
?b  1197  ?a   => ?a  21  ?b	0.82630273	0.845177665	0.939351199	666	788	709	?a	0.0	0.0	0.0
?b  1200  ?a   => ?a  510  ?b	0.84305835	0.819960861	0.939461883	419	511	446	?a	0.0	0.0	0.0
?b  1157  ?a   => ?a  17  ?b	0.807617188	0.821251241	0.869610936	827	1007	951	?b	0.0	0.0	0.0
?b  1245  ?a   => ?a  1058  ?b	0.832904884	0.80798005	0.978851964	324	401	331	?a	0.0	0.0	0.0
?b  563  ?a   => ?a  1001  ?b	0.853146853	0.865248227	0.960629921	122	141	127	?a	0.0	0.0	0.0
?a  1267  ?b   => ?a  31  ?b	0.84516129	0.823899371	1	262	318	262	?a	0.0	0.0	0.0
?a  1221  ?b   => ?a  31  ?b	0.832258065	0.834951456	1	258	309	258	?a	0.0	0.0	0.0
?a  1155  ?b   => ?a  31  ?b	0.832258065	0.832258065	1	258	310	258	?a	0.0	0.0	0.0
?a  1225  ?b   => ?a  31  ?b	0.809677419	0.817589577	1	251	307	251	?a	0.0	0.0	0.0
?b  27  ?a   => ?a  1299  ?b	0.826470588	0.809798271	0.94295302	281	347	298	?b	0.0	0.0	0.0
?b  1289  ?a   => ?a  1289  ?b	0.850340136	0.850340136	0.883392226	250	294	283	?a	0.0	0.0	0.0
?b  575  ?a   => ?a  1286  ?b	0.844311377	0.865030675	1	141	163	141	?b	0.0	0.0	0.0
?b  29  ?a   => ?a  29  ?b	0.830874007	0.830874007	0.843317972	2196	2643	2604	?b	0.0	0.0	0.0
?b  1265  ?a   => ?a  1290  ?b	0.787418655	0.826879271	0.9453125	363	439	384	?a	0.0	0.0	0.0
?b  1035  ?a   => ?a  1280  ?b	0.836065574	0.857142857	0.857142857	102	119	119	?b	0.0	0.0	0.0
?b  1105  ?a   => ?a  1281  ?b	0.854014599	0.801369863	0.869888476	234	292	269	?a	0.0	0.0	0.0
?b  488  ?a   => ?a  1281  ?b	0.755474453	0.805447471	0.855371901	207	257	242	?a	0.0	0.0	0.0
?b  1162  ?a   => ?a  1281  ?b	0.751824818	0.80155642	0.854771784	206	257	241	?a	0.0	0.0	0.0
?a  494  ?b   => ?a  1281  ?b	0.762773723	0.803846154	0.856557377	209	260	244	?a	0.0	0.0	0.0
?b  429  ?a   => ?a  1283  ?b	0.884735202	0.845238095	0.91025641	284	336	312	?b	0.0	0.0	0.0
?b  1108  ?a   => ?a  1278  ?b	0.80104712	0.836065574	0.85	153	183	180	?b	0.0	0.0	0.0
?b  1052  ?a   => ?a  1292  ?b	0.805555556	0.849372385	0.95754717	203	239	212	?b	0.0	0.0	0.0
?b  1173  ?a   => ?a  1276  ?b	0.76	0.814285714	0.814285714	114	140	140	?a	0.0	0.0	0.0
?b  1226  ?a   => ?a  1276  ?b	0.826666667	0.810457516	0.810457516	124	153	153	?a	0.0	0.0	0.0
?b  564  ?a   => ?a  1275  ?b	0.827586207	0.832369942	0.917197452	144	173	157	?b	0.0	0.0	0.0
?b  955  ?a   => ?a  1273  ?b	0.807692308	0.789473684	1	105	133	105	?a	0.0	0.0	0.0
?b  383  ?a   => ?a  492  ?b	0.815642458	0.829545455	0.834285714	146	176	175	?a	0.0	0.0	0.0
?b  997  ?a   => ?a  1270  ?b	0.859504132	0.776119403	0.936936937	104	134	111	?b	0.0	0.0	0.0
?b  1127  ?a   => ?a  490  ?b	0.846590909	0.834733894	0.837078652	298	357	356	?b	0.0	0.0	0.0
?b  1105  ?a   => ?a  494  ?b	0.85	0.756849315	0.891129032	221	292	248	?a	0.0	0.0	0.0
?b  488  ?a   => ?a  494  ?b	0.834615385	0.844357977	0.900414938	217	257	241	?a	0.0	0.0	0.0
?b  1162  ?a   => ?a  494  ?b	0.838461538	0.848249027	0.900826446	218	257	242	?a	0.0	0.0	0.0
?a  1258  ?b   => ?a  494  ?b	0.830769231	0.850393701	0.892561983	216	254	242	?a	0.0	0.0	0.0
?a  1119  ?b   => ?a  494  ?b	0.823076923	0.845849802	0.89539749	214	253	239	?a	0.0	0.0	0.0
?b  456  ?a   => ?a  494  ?b	0.85	0.85	0.91322314	221	260	242	?a	0.0	0.0	0.0
?a  1281  ?b   => ?a  494  ?b	0.803846154	0.762773723	0.908695652	209	274	230	?a	0.0	0.0	0.0
?b  1192  ?a   => ?a  1263  ?b	0.831932773	0.872246696	0.895927602	198	227	221	?b	0.0	0.0	0.0
?a  1155  ?b   => ?a  1267  ?b	0.836477987	0.858064516	1	266	310	266	?a	0.0	0.0	0.0
?a  31  ?b   => ?a  1267  ?b	0.823899371	0.84516129	1	262	310	262	?a	0.0	0.0	0.0
?a  1225  ?b   => ?a  1267  ?b	0.808176101	0.83713355	1	257	307	257	?a	0.0	0.0	0.0
?a  1221  ?b   => ?a  1267  ?b	0.814465409	0.838187702	1	259	309	259	?a	0.0	0.0	0.0
?b  1207  ?a   => ?a  1295  ?b	0.838888889	0.857954545	0.926380368	151	176	163	?b	0.0	0.0	0.0
?b  1115  ?a   => ?a  13  ?b	0.833034111	0.846715328	0.929859719	464	548	499	?b	0.0	0.0	0.0
?b  1230  ?a   => ?a  1269  ?b	0.825991189	0.838926174	1	750	894	750	?b	0.0	0.0	0.0
?b  1133  ?a   => ?a  1288  ?b	0.819561551	0.832904884	0.914393227	972	1167	1063	?a	0.0	0.0	0.0
?b  1290  ?a   => ?a  1265  ?b	0.826879271	0.787418655	0.947780679	363	461	383	?b	0.0	0.0	0.0
?b  1312  ?a   => ?a  1260  ?b	0.844155844	0.838709677	0.955882353	130	155	136	?a	0.0	0.0	0.0
?b  577  ?a   => ?a  1257  ?b	0.798657718	0.85	0.85	119	140	140	?a	0.0	0.0	0.0
?b  1255  ?a   => ?a  1255  ?b	0.855345912	0.855345912	0.860759494	136	159	158	?b	0.0	0.0	0.0
?b  1294  ?a   => ?a  1254  ?b	0.79245283	0.848484848	0.943820225	84	99	89	?a	0.0	0.0	0.0
?b  1131  ?a   => ?a  486  ?b	0.841498559	0.808864266	0.948051948	292	361	308	?a	0.0	0.0	0.0
?b  456  ?a   => ?a  1258  ?b	0.830708661	0.811538462	0.905579399	211	260	233	?a	0.0	0.0	0.0
?b  488  ?a   => ?a  1258  ?b	0.830708661	0.821011673	0.909482759	211	257	232	?a	0.0	0.0	0.0
?b  1162  ?a   => ?a  1258  ?b	0.830708661	0.821011673	0.905579399	211	257	233	?a	0.0	0.0	0.0
?a  494  ?b   => ?a  1258  ?b	0.850393701	0.830769231	0.919148936	216	260	235	?a	0.0	0.0	0.0
?a  1119  ?b   => ?a  1258  ?b	0.81496063	0.818181818	0.9	207	253	230	?a	0.0	0.0	0.0
?b  1217  ?a   => ?a  479  ?b	0.810483871	0.813765182	0.930555556	201	247	216	?a	0.0	0.0	0.0
?b  1215  ?a   => ?a  1266  ?b	0.80952381	0.797530864	1	323	405	323	?a	0.0	0.0	0.0
?b  1266  ?a   => ?a  1266  ?b	1	1	1	399	399	399	?a	0.0	0.0	0.0
?a  1215  ?b   => ?a  1266  ?b	0.80952381	0.797530864	1	323	405	323	?a	0.0	0.0	0.0
?b  1180  ?a   => ?a  474  ?b	0.865248227	0.818791946	0.884057971	122	149	138	?a	0.0	0.0	0.0
?b  566  ?a   => ?a  1248  ?b	0.8	0.812227074	0.883610451	372	458	421	?b	0.0	0.0	0.0
?b  1058  ?a   => ?a  1245  ?b	0.80798005	0.832904884	0.978851964	324	389	331	?b	0.0	0.0	0.0
?b  1067  ?a   => ?a  1237  ?b	0.820895522	0.816831683	0.861618799	330	404	383	?b	0.0	0.0	0.0
?b  1071  ?a   => ?a  1240  ?b	0.826086957	0.845433255	0.937662338	361	427	385	?a	0.0	0.0	0.0
?b  1241  ?a   => ?a  1241  ?b	0.818348624	0.818348624	0.864341085	446	545	516	?b	0.0	0.0	0.0
?b  1202  ?a   => ?a  1235  ?b	0.805755396	0.82962963	0.965517241	112	135	116	?a	0.0	0.0	0.0
?b  1224  ?a   => ?a  1251  ?b	0.833333333	0.846994536	0.890804598	620	732	696	?a	0.0	0.0	0.0
?b  1158  ?a   => ?a  1231  ?b	0.884615385	0.821428571	0.901960784	138	168	153	?a	0.0	0.0	0.0
?b  1110  ?a   => ?a  15  ?b	0.817882775	0.829793689	0.853620474	2735	3296	3204	?a	0.0	0.0	0.0
?b  1232  ?a   => ?a  1256  ?b	0.81443299	0.816537468	0.911976912	632	774	693	?a	0.0	0.0	0.0
?b  494  ?a   => ?a  456  ?b	0.85	0.85	0.91322314	221	260	242	?b	0.0	0.0	0.0
?b  1258  ?a   => ?a  456  ?b	0.811538462	0.830708661	0.879166667	211	254	240	?b	0.0	0.0	0.0
?b  1119  ?a   => ?a  456  ?b	0.803846154	0.826086957	0.88185654	209	253	237	?b	0.0	0.0	0.0
?a  1105  ?b   => ?a  456  ?b	0.873076923	0.77739726	0.908	227	292	250	?b	0.0	0.0	0.0
?a  1162  ?b   => ?a  456  ?b	0.811538462	0.821011673	0.882845188	211	257	239	?b	0.0	0.0	0.0
?a  488  ?b   => ?a  456  ?b	0.815384615	0.824902724	0.890756303	212	257	238	?b	0.0	0.0	0.0
?b  1061  ?a   => ?a  1233  ?b	0.819923372	0.842519685	0.955357143	214	254	224	?a	0.0	0.0	0.0
?b  1256  ?a   => ?a  1232  ?b	0.816537468	0.81443299	0.901569187	632	776	701	?b	0.0	0.0	0.0
?b  1276  ?a   => ?a  1226  ?b	0.810457516	0.826666667	0.826666667	124	150	150	?b	0.0	0.0	0.0
?b  1019  ?a   => ?a  1229  ?b	0.793859649	0.793859649	0.932989691	181	228	194	?b	0.0	0.0	0.0
?a  1155  ?b   => ?a  1225  ?b	0.827361564	0.819354839	1	254	310	254	?a	0.0	0.0	0.0
?a  1267  ?b   => ?a  1225  ?b	0.83713355	0.808176101	1	257	318	257	?a	0.0	0.0	0.0
?a  1221  ?b   => ?a  1225  ?b	0.824104235	0.818770227	1	253	309	253	?a	0.0	0.0	0.0
?a  31  ?b   => ?a  1225  ?b	0.817589577	0.809677419	1	251	310	251	?a	0.0	0.0	0.0
?b  1017  ?a   => ?a  1220  ?b	0.829383886	0.791855204	0.849514563	175	221	206	?a	0.0	0.0	0.0
?b  494  ?a   => ?a  488  ?b	0.844357977	0.834615385	0.889344262	217	260	244	?b	0.0	0.0	0.0
?b  1281  ?a   => ?a  488  ?b	0.805447471	0.755474453	0.888412017	207	274	233	?b	0.0	0.0	0.0
?b  1258  ?a   => ?a  488  ?b	0.821011673	0.830708661	0.875518672	211	254	241	?b	0.0	0.0	0.0
?a  1105  ?b   => ?a  488  ?b	0.856031128	0.753424658	0.883534137	220	292	249	?b	0.0	0.0	0.0
?b  1119  ?a   => ?a  488  ?b	0.817120623	0.830039526	0.878661088	210	253	239	?b	0.0	0.0	0.0
?a  456  ?b   => ?a  488  ?b	0.824902724	0.815384615	0.87966805	212	260	241	?b	0.0	0.0	0.0
?a  1162  ?b   => ?a  488  ?b	0.840466926	0.840466926	0.892561983	216	257	242	?b	0.0	0.0	0.0
?a  1267  ?b   => ?a  1221  ?b	0.838187702	0.814465409	1	259	318	259	?a	0.0	0.0	0.0
?a  1155  ?b   => ?a  1221  ?b	0.828478964	0.825806452	1	256	310	256	?a	0.0	0.0	0.0
?b  1251  ?a   => ?a  1224  ?b	0.846994536	0.833333333	0.864714086	620	744	717	?b	0.0	0.0	0.0
?b  1138  ?a   => ?a  1228  ?b	0.83512931	0.830653805	0.843307943	775	933	919	?a	0.0	0.0	0.0
?a  31  ?b   => ?a  1221  ?b	0.834951456	0.832258065	1	258	310	258	?a	0.0	0.0	0.0
?a  1225  ?b   => ?a  1221  ?b	0.818770227	0.824104235	1	253	307	253	?a	0.0	0.0	0.0
?b  1269  ?a   => ?a  1230  ?b	0.838926174	0.825991189	1	750	908	750	?a	0.0	0.0	0.0
?b  1145  ?a   => ?a  444  ?b	0.824701195	0.793103448	0.805447471	207	261	257	?b	0.0	0.0	0.0
?b  479  ?a   => ?a  1217  ?b	0.813765182	0.810483871	0.917808219	201	248	219	?b	0.0	0.0	0.0
?b  1295  ?a   => ?a  1207  ?b	0.857954545	0.838888889	0.909638554	151	180	166	?a	0.0	0.0	0.0
?b  1235  ?a   => ?a  1202  ?b	0.82962963	0.805755396	0.941176471	112	139	119	?b	0.0	0.0	0.0
?b  1283  ?a   => ?a  429  ?b	0.845238095	0.884735202	0.931147541	284	321	305	?a	0.0	0.0	0.0
?b  1284  ?a   => ?a  969  ?b	0.75	0.78125	0.78125	75	96	96	?a	0.0	0.0	0.0
?a  586  ?b   => ?a  969  ?b	0.77	0.819148936	0.819148936	77	94	94	?a	0.0	0.0	0.0
?b  510  ?a   => ?a  1200  ?b	0.819960861	0.84305835	0.956621005	419	497	438	?b	0.0	0.0	0.0
?b  1270  ?a   => ?a  997  ?b	0.776119403	0.859504132	0.981132075	104	121	106	?a	0.0	0.0	0.0
?a  546  ?b   => ?a  969  ?b	0.81	0.801980198	0.801980198	81	101	101	?a	0.0	0.0	0.0
?b  1215  ?a   => ?a  1215  ?b	1	1	1	405	405	405	?a	0.0	0.0	0.0
?b  1086  ?a   => ?a  968  ?b	0.788461538	0.780952381	0.953488372	82	105	86	?b	0.0	0.0	0.0
?a  1125  ?b   => ?a  964  ?b	0.81884058	0.763513514	1	113	148	113	?a	0.0	0.0	0.0
?a  589  ?b   => ?a  964  ?b	0.760869565	0.833333333	1	105	126	105	?a	0.0	0.0	0.0
?a  1266  ?b   => ?a  1215  ?b	0.797530864	0.80952381	1	323	399	323	?a	0.0	0.0	0.0
?b  1147  ?a   => ?a  1252  ?b	0.825153374	0.821374046	0.943859649	1076	1310	1140	?b	0.0	0.0	0.0
?b  1266  ?a   => ?a  1215  ?b	0.797530864	0.80952381	1	323	399	323	?a	0.0	0.0	0.0
?b  595  ?a   => ?a  445  ?b	0.809859155	0.827338129	0.845588235	115	139	136	?b	0.0	0.0	0.0
?b  1273  ?a   => ?a  955  ?b	0.789473684	0.807692308	1	105	130	105	?b	0.0	0.0	0.0
?b  1181  ?a   => ?a  1205  ?b	0.811881188	0.814569536	0.888086643	246	302	277	?b	0.0	0.0	0.0
