Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 188238 facts in 0.45 s using -94 MB
Using HeadCoverage as pruning metric with minimum threshold 0.75
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
Filtering on standard confidence with minimum threshold 0.75
Filtering on PCA confidence with minimum threshold 0.75
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?b  1129  ?a   => ?a  1184  ?b	0.825688073	0.812274368	0.929752066	1350	1662	1452	?a	0.0	0.0	0.0
?b  1124  ?a   => ?a  1151  ?b	0.822580645	0.803149606	0.971428571	102	127	105	?a	0.0	0.0	0.0
?b  1139  ?a   => ?a  1148  ?b	0.75	0.819512195	0.928176796	168	205	181	?b	0.0	0.0	0.0
?b  432  ?a   => ?a  1150  ?b	0.781512605	0.830357143	0.853211009	93	112	109	?a	0.0	0.0	0.0
?b  550  ?a   => ?a  1140  ?b	0.828358209	0.888	1	111	125	111	?b	0.0	0.0	0.0
?b  1144  ?a   => ?a  1152  ?b	0.82688588	0.818965517	0.865384615	855	1044	988	?a	0.0	0.0	0.0
?b  1302  ?a   => ?a  1183  ?b	0.811226611	0.816317992	0.915962441	1951	2390	2130	?a	0.0	0.0	0.0
?a  1164  ?b   => ?a  367  ?b	0.834024896	0.752808989	0.791338583	201	267	254	?b	0.0	0.0	0.0
?b  1318  ?a   => ?a  360  ?b	0.790697674	0.824242424	0.894736842	136	165	152	?a	0.0	0.0	0.0
?b  1300  ?a   => ?a  1137  ?b	0.813084112	0.790909091	0.925531915	87	110	94	?a	0.0	0.0	0.0
?b  1270  ?a   => ?a  1146  ?b	0.796875	0.825539568	0.925403226	459	556	496	?a	0.0	0.0	0.0
?b  1148  ?a   => ?a  1139  ?b	0.819512195	0.75	0.918032787	168	224	183	?a	0.0	0.0	0.0
?b  557  ?a   => ?a  1132  ?b	0.855072464	0.802721088	0.808219178	118	147	146	?b	0.0	0.0	0.0
?b  521  ?a   => ?a  1135  ?b	0.854545455	0.878504673	0.989473684	94	107	95	?a	0.0	0.0	0.0
?b  471  ?a   => ?a  356  ?b	0.84962406	0.81884058	0.81884058	113	138	138	?a	0.0	0.0	0.0
?a  1213  ?b   => ?a  356  ?b	0.827067669	0.808823529	0.808823529	110	136	136	?a	0.0	0.0	0.0
?a  1237  ?b   => ?a  356  ?b	0.796992481	0.809160305	0.809160305	106	131	131	?a	0.0	0.0	0.0
?b  1242  ?a   => ?a  1131  ?b	0.807598039	0.825814536	0.933427762	659	798	706	?a	0.0	0.0	0.0
?b  1184  ?a   => ?a  1129  ?b	0.812274368	0.825688073	0.918992512	1350	1635	1469	?b	0.0	0.0	0.0
?b  1303  ?a   => ?a  1127  ?b	0.823083404	0.819630872	0.830782313	977	1192	1176	?a	0.0	0.0	0.0
?b  1168  ?a   => ?a  1126  ?b	0.838235294	0.82952183	0.858064516	399	481	465	?b	0.0	0.0	0.0
?b  1151  ?a   => ?a  1124  ?b	0.803149606	0.822580645	0.980769231	102	124	104	?b	0.0	0.0	0.0
?b  526  ?a   => ?a  1123  ?b	0.825657895	0.83481153	0.892180095	753	902	844	?b	0.0	0.0	0.0
?b  1218  ?a   => ?a  1128  ?b	0.822966507	0.824375214	0.83264177	2408	2921	2892	?b	0.0	0.0	0.0
?b  1321  ?a   => ?a  1120  ?b	0.813688213	0.823076923	0.823076923	214	260	260	?a	0.0	0.0	0.0
?b  1152  ?a   => ?a  1144  ?b	0.818965517	0.82688588	0.867139959	855	1034	986	?b	0.0	0.0	0.0
?b  1326  ?a   => ?a  1118  ?b	0.836764706	0.822254335	0.827034884	569	692	688	?b	0.0	0.0	0.0
?b  1215  ?a   => ?a  1116  ?b	0.828488372	0.798319328	0.95959596	285	357	297	?a	0.0	0.0	0.0
?b  1172  ?a   => ?a  1134  ?b	0.822173913	0.822173913	0.87994416	1891	2300	2149	?a	0.0	0.0	0.0
?b  1182  ?a   => ?a  1114  ?b	0.789215686	0.797029703	0.813131313	161	202	198	?b	0.0	0.0	0.0
?b  519  ?a   => ?a  1110  ?b	0.813253012	0.813253012	0.818181818	135	166	165	?b	0.0	0.0	0.0
?b  1136  ?a   => ?a  1136  ?b	0.807212205	0.807212205	0.845930233	582	721	688	?a	0.0	0.0	0.0
?a  1261  ?b   => ?a  1102  ?b	0.819767442	0.762162162	1	141	185	141	?a	0.0	0.0	0.0
?b  1191  ?a   => ?a  1122  ?b	0.830684932	0.838959602	0.919345058	1516	1807	1649	?a	0.0	0.0	0.0
?b  1104  ?a   => ?a  1104  ?b	0.816837315	0.816837315	0.816837315	718	879	879	?a	0.0	0.0	0.0
?b  1166  ?a   => ?a  863  ?b	0.864	0.794117647	1	108	136	108	?a	0.0	0.0	0.0
?b  1093  ?a   => ?a  894  ?b	0.880794702	0.777777778	0.95	133	171	140	?b	0.0	0.0	0.0
?b  343  ?a   => ?a  343  ?b	0.803030303	0.803030303	0.959276018	212	264	221	?a	0.0	0.0	0.0
?b  459  ?a   => ?a  587  ?b	0.818181818	0.853448276	0.970588235	99	116	102	?a	0.0	0.0	0.0
?b  1241  ?a   => ?a  599  ?b	0.8125	0.78	1	195	250	195	?b	0.0	0.0	0.0
?b  1192  ?a   => ?a  582  ?b	0.831050228	0.827272727	1	182	220	182	?a	0.0	0.0	0.0
?b  408  ?a   => ?a  573  ?b	0.783783784	0.836538462	0.97752809	87	104	89	?b	0.0	0.0	0.0
?b  570  ?a   => ?a  570  ?b	0.816326531	0.816326531	0.827586207	120	147	145	?b	0.0	0.0	0.0
?b  1086  ?a   => ?a  593  ?b	0.823157895	0.823157895	0.989873418	391	475	395	?b	0.0	0.0	0.0
?b  1179  ?a   => ?a  576  ?b	0.834042553	0.827004219	0.956097561	196	237	205	?a	0.0	0.0	0.0
?b  980  ?a   => ?a  575  ?b	0.806878307	0.837912088	0.866477273	305	364	352	?b	0.0	0.0	0.0
?b  488  ?a   => ?a  568  ?b	0.825925926	0.832089552	0.832089552	223	268	268	?a	0.0	0.0	0.0
?b  1229  ?a   => ?a  565  ?b	0.773972603	0.763513514	0.926229508	113	148	122	?a	0.0	0.0	0.0
?b  1132  ?a   => ?a  557  ?b	0.802721088	0.855072464	0.874074074	118	138	135	?a	0.0	0.0	0.0
?b  1020  ?a   => ?a  558  ?b	0.837333333	0.819843342	0.862637363	314	383	364	?b	0.0	0.0	0.0
?a  1252  ?b   => ?a  558  ?b	0.813333333	0.81769437	0.854341737	305	373	357	?b	0.0	0.0	0.0
?b  1259  ?a   => ?a  558  ?b	0.826666667	0.815789474	0.851648352	310	380	364	?b	0.0	0.0	0.0
?b  1221  ?a   => ?a  558  ?b	0.837333333	0.809278351	0.85326087	314	388	368	?b	0.0	0.0	0.0
?b  1232  ?a   => ?a  564  ?b	0.846153846	0.820175439	0.886255924	374	456	422	?a	0.0	0.0	0.0
?b  1046  ?a   => ?a  552  ?b	0.837398374	0.8046875	0.903508772	103	128	114	?a	0.0	0.0	0.0
?b  546  ?a   => ?a  569  ?b	0.833333333	0.813397129	0.928961749	170	209	183	?a	0.0	0.0	0.0
?b  1140  ?a   => ?a  550  ?b	0.888	0.828358209	1	111	134	111	?a	0.0	0.0	0.0
?b  1188  ?a   => ?a  1101  ?b	0.805684071	0.831514325	1	1219	1466	1219	?b	0.0	0.0	0.0
?a  544  ?b   => ?a  558  ?b	0.826666667	0.807291667	0.849315068	310	384	365	?b	0.0	0.0	0.0
?b  1211  ?a   => ?a  556  ?b	0.80776699	0.833667335	0.916299559	416	499	454	?a	0.0	0.0	0.0
?b  1255  ?a   => ?a  1329  ?b	0.811320755	0.807511737	0.914893617	344	426	376	?b	0.0	0.0	0.0
?b  383  ?a   => ?a  1322  ?b	0.841666667	0.81124498	0.863247863	202	249	234	?a	0.0	0.0	0.0
?b  1120  ?a   => ?a  1321  ?b	0.823076923	0.813688213	0.816793893	214	263	262	?b	0.0	0.0	0.0
?b  569  ?a   => ?a  546  ?b	0.813397129	0.833333333	0.939226519	170	204	181	?b	0.0	0.0	0.0
?b  1202  ?a   => ?a  545  ?b	0.76146789	0.83	0.943181818	83	100	88	?a	0.0	0.0	0.0
?b  1221  ?a   => ?a  544  ?b	0.8359375	0.827319588	0.862903226	321	388	372	?b	0.0	0.0	0.0
?b  1259  ?a   => ?a  544  ?b	0.830729167	0.839473684	0.878787879	319	380	363	?b	0.0	0.0	0.0
?b  1020  ?a   => ?a  544  ?b	0.830729167	0.832898172	0.869209809	319	383	367	?b	0.0	0.0	0.0
?a  558  ?b   => ?a  544  ?b	0.807291667	0.826666667	0.868347339	310	375	357	?b	0.0	0.0	0.0
?a  1252  ?b   => ?a  544  ?b	0.799479167	0.8230563	0.862359551	307	373	356	?b	0.0	0.0	0.0
?b  1251  ?a   => ?a  1154  ?b	0.834838334	0.814899062	0.856033453	2866	3517	3348	?b	0.0	0.0	0.0
?b  1293  ?a   => ?a  1319  ?b	0.837545126	0.831541219	0.913385827	232	279	254	?a	0.0	0.0	0.0
?b  1118  ?a   => ?a  1326  ?b	0.822254335	0.836764706	0.839233038	569	680	678	?a	0.0	0.0	0.0
?b  1080  ?a   => ?a  1327  ?b	0.804195804	0.82260372	0.931928687	575	699	617	?a	0.0	0.0	0.0
?b  360  ?a   => ?a  1318  ?b	0.824242424	0.790697674	0.931506849	136	172	146	?b	0.0	0.0	0.0
?b  1032  ?a   => ?a  1313  ?b	0.805309735	0.791304348	0.968085106	91	115	94	?b	0.0	0.0	0.0
?b  1160  ?a   => ?a  1314  ?b	0.794561934	0.801829268	0.870860927	263	328	302	?b	0.0	0.0	0.0
?b  1216  ?a   => ?a  1324  ?b	0.825700615	0.835408022	0.889543446	1208	1446	1358	?b	0.0	0.0	0.0
?b  460  ?a   => ?a  1311  ?b	0.855932203	0.855932203	1	101	118	101	?a	0.0	0.0	0.0
?b  1087  ?a   => ?a  1307  ?b	0.865497076	0.822222222	0.845714286	148	180	175	?a	0.0	0.0	0.0
?b  1310  ?a   => ?a  1310  ?b	1	1	1	466	466	466	?a	0.0	0.0	0.0
?b  429  ?a   => ?a  1310  ?b	0.806866953	0.813852814	1	376	462	376	?a	0.0	0.0	0.0
?a  429  ?b   => ?a  1310  ?b	0.806866953	0.813852814	1	376	462	376	?a	0.0	0.0	0.0
?b  1099  ?a   => ?a  1309  ?b	0.78042328	0.812672176	0.902140673	295	363	327	?b	0.0	0.0	0.0
?b  1186  ?a   => ?a  1306  ?b	0.83030303	0.81547619	0.864353312	274	336	317	?a	0.0	0.0	0.0
?b  1026  ?a   => ?a  1312  ?b	0.831428571	0.831428571	0.855882353	291	350	340	?a	0.0	0.0	0.0
?b  1256  ?a   => ?a  1301  ?b	0.803680982	0.817047817	0.877232143	393	481	448	?b	0.0	0.0	0.0
?b  1137  ?a   => ?a  1300  ?b	0.790909091	0.813084112	0.966666667	87	107	90	?b	0.0	0.0	0.0
?b  19  ?a   => ?a  1130  ?b	0.821232026	0.820649282	0.834716709	4626	5637	5542	?b	0.0	0.0	0.0
?b  1127  ?a   => ?a  1303  ?b	0.819630872	0.823083404	0.843696028	977	1187	1158	?b	0.0	0.0	0.0
?b  1135  ?a   => ?a  521  ?b	0.878504673	0.854545455	0.989473684	94	110	95	?b	0.0	0.0	0.0
?b  1309  ?a   => ?a  1099  ?b	0.812672176	0.78042328	0.891238671	295	378	331	?a	0.0	0.0	0.0
?b  1110  ?a   => ?a  519  ?b	0.813253012	0.813253012	0.818181818	135	166	165	?a	0.0	0.0	0.0
?b  1183  ?a   => ?a  1302  ?b	0.816317992	0.811226611	0.915103189	1951	2405	2132	?b	0.0	0.0	0.0
?b  1289  ?a   => ?a  1308  ?b	0.805278174	0.811063218	0.871814672	1129	1392	1295	?b	0.0	0.0	0.0
?b  510  ?a   => ?a  510  ?b	0.826666667	0.826666667	0.925373134	124	150	134	?b	0.0	0.0	0.0
?a  1294  ?b   => ?a  1091  ?b	0.830945559	0.852941176	1	290	340	290	?a	0.0	0.0	0.0
?a  1155  ?b   => ?a  1091  ?b	0.813753582	0.837758112	1	284	339	284	?a	0.0	0.0	0.0
?a  435  ?b   => ?a  1091  ?b	0.796561605	0.837349398	1	278	332	278	?a	0.0	0.0	0.0
?a  1291  ?b   => ?a  1091  ?b	0.810888252	0.829912023	1	283	341	283	?a	0.0	0.0	0.0
?a  1268  ?b   => ?a  1317  ?b	0.816643159	0.812061711	1	579	713	579	?a	0.0	0.0	0.0
?a  1228  ?b   => ?a  1317  ?b	0.813822285	0.808123249	1	577	714	577	?a	0.0	0.0	0.0
?a  1295  ?b   => ?a  1317  ?b	0.812411848	0.813559322	1	576	708	576	?a	0.0	0.0	0.0
?a  1190  ?b   => ?a  1317  ?b	0.81100141	0.808720113	1	575	711	575	?a	0.0	0.0	0.0
?b  1307  ?a   => ?a  1087  ?b	0.822222222	0.865497076	0.891566265	148	171	166	?b	0.0	0.0	0.0
?b  1068  ?a   => ?a  1305  ?b	0.823739402	0.834916327	0.857806691	1846	2211	2152	?b	0.0	0.0	0.0
?b  1036  ?a   => ?a  517  ?b	0.839285714	0.846846847	0.854545455	94	111	110	?a	0.0	0.0	0.0
?b  894  ?a   => ?a  1093  ?b	0.777777778	0.880794702	0.977941176	133	151	136	?a	0.0	0.0	0.0
?b  1123  ?a   => ?a  526  ?b	0.83481153	0.825657895	0.882766706	753	912	853	?a	0.0	0.0	0.0
?b  478  ?a   => ?a  504  ?b	0.815217391	0.819672131	0.909090909	150	183	165	?a	0.0	0.0	0.0
?b  1262  ?a   => ?a  505  ?b	0.851239669	0.792307692	0.792307692	103	130	130	?a	0.0	0.0	0.0
?b  1327  ?a   => ?a  1080  ?b	0.82260372	0.804195804	0.917065391	575	715	627	?b	0.0	0.0	0.0
?b  476  ?a   => ?a  1074  ?b	0.803174603	0.829508197	1	253	305	253	?a	0.0	0.0	0.0
?b  1077  ?a   => ?a  524  ?b	0.821353803	0.817929117	0.835344216	1177	1439	1409	?b	0.0	0.0	0.0
?b  593  ?a   => ?a  1086  ?b	0.823157895	0.823157895	0.987373737	391	475	396	?a	0.0	0.0	0.0
?b  1236  ?a   => ?a  1090  ?b	0.802575107	0.838565022	1	187	223	187	?a	0.0	0.0	0.0
?b  552  ?a   => ?a  1046  ?b	0.8046875	0.837398374	0.88034188	103	123	117	?b	0.0	0.0	0.0
?b  517  ?a   => ?a  1036  ?b	0.846846847	0.839285714	0.895238095	94	112	105	?b	0.0	0.0	0.0
?b  1071  ?a   => ?a  1071  ?b	0.801470588	0.801470588	0.847150259	654	816	772	?b	0.0	0.0	0.0
?b  1313  ?a   => ?a  1032  ?b	0.791304348	0.805309735	0.968085106	91	113	94	?a	0.0	0.0	0.0
?b  524  ?a   => ?a  1077  ?b	0.817929117	0.821353803	0.843727599	1177	1433	1395	?a	0.0	0.0	0.0
?b  1266  ?a   => ?a  1028  ?b	0.761702128	0.774891775	1	179	231	179	?a	0.0	0.0	0.0
?a  1221  ?b   => ?a  1020  ?b	0.845953003	0.835051546	0.875675676	324	388	370	?a	0.0	0.0	0.0
?b  558  ?a   => ?a  1020  ?b	0.819843342	0.837333333	0.882022472	314	375	356	?a	0.0	0.0	0.0
?a  1259  ?b   => ?a  1020  ?b	0.817232376	0.823684211	0.867036011	313	380	361	?a	0.0	0.0	0.0
?b  1252  ?a   => ?a  1020  ?b	0.809399478	0.831099196	0.875706215	310	373	354	?a	0.0	0.0	0.0
?b  1279  ?a   => ?a  1021  ?b	0.823529412	0.813455657	0.907849829	266	327	293	?a	0.0	0.0	0.0
?b  1305  ?a   => ?a  1068  ?b	0.834916327	0.823739402	0.845625286	1846	2241	2183	?a	0.0	0.0	0.0
?b  544  ?a   => ?a  1020  ?b	0.832898172	0.830729167	0.871584699	319	384	366	?a	0.0	0.0	0.0
?b  23  ?a   => ?a  31  ?b	0.829295154	0.80620985	0.810548977	753	934	929	?b	0.0	0.0	0.0
?b  1281  ?a   => ?a  1030  ?b	0.782608696	0.793220339	0.844765343	234	295	277	?b	0.0	0.0	0.0
?b  1312  ?a   => ?a  1026  ?b	0.831428571	0.831428571	0.881818182	291	350	330	?b	0.0	0.0	0.0
?b  25  ?a   => ?a  1083  ?b	0.819212411	0.815320665	0.885806452	1373	1684	1550	?a	0.0	0.0	0.0
?b  1157  ?a   => ?a  17  ?b	0.793103448	0.833836858	0.833836858	552	662	662	?a	0.0	0.0	0.0
?b  31  ?a   => ?a  23  ?b	0.80620985	0.829295154	0.830209482	753	908	907	?a	0.0	0.0	0.0
?b  1189  ?a   => ?a  1297  ?b	0.818181818	0.800847458	0.891509434	189	236	212	?b	0.0	0.0	0.0
?b  448  ?a   => ?a  13  ?b	0.8150358	0.833943834	0.918010753	683	819	744	?b	0.0	0.0	0.0
?a  1155  ?b   => ?a  1294  ?b	0.820588235	0.82300885	1	279	339	279	?a	0.0	0.0	0.0
?a  1091  ?b   => ?a  1294  ?b	0.852941176	0.830945559	1	290	349	290	?a	0.0	0.0	0.0
?a  1291  ?b   => ?a  1294  ?b	0.814705882	0.812316716	1	277	341	277	?a	0.0	0.0	0.0
?a  435  ?b   => ?a  1294  ?b	0.8	0.819277108	1	272	332	272	?a	0.0	0.0	0.0
?b  1083  ?a   => ?a  25  ?b	0.815320665	0.819212411	0.892717815	1373	1676	1538	?b	0.0	0.0	0.0
?b  1319  ?a   => ?a  1293  ?b	0.831541219	0.837545126	0.916996047	232	277	253	?b	0.0	0.0	0.0
?a  1091  ?b   => ?a  1291  ?b	0.829912023	0.810888252	1	283	349	283	?a	0.0	0.0	0.0
?a  1155  ?b   => ?a  1291  ?b	0.815249267	0.820058997	1	278	339	278	?a	0.0	0.0	0.0
?a  435  ?b   => ?a  1291  ?b	0.809384164	0.831325301	1	276	332	276	?a	0.0	0.0	0.0
?a  1294  ?b   => ?a  1291  ?b	0.812316716	0.814705882	1	277	340	277	?a	0.0	0.0	0.0
?a  1228  ?b   => ?a  1295  ?b	0.827683616	0.820728291	1	586	714	586	?a	0.0	0.0	0.0
?a  1190  ?b   => ?a  1295  ?b	0.824858757	0.82137834	1	584	711	584	?a	0.0	0.0	0.0
?a  1268  ?b   => ?a  1295  ?b	0.820621469	0.81486676	1	581	713	581	?a	0.0	0.0	0.0
?a  1317  ?b   => ?a  1295  ?b	0.813559322	0.812411848	1	576	709	576	?a	0.0	0.0	0.0
?b  1206  ?a   => ?a  1286  ?b	0.815533981	0.823529412	0.857142857	84	102	98	?a	0.0	0.0	0.0
?b  456  ?a   => ?a  1288  ?b	0.851694915	0.813765182	0.961722488	201	247	209	?b	0.0	0.0	0.0
?b  1258  ?a   => ?a  1287  ?b	0.843373494	0.813953488	0.933333333	210	258	225	?a	0.0	0.0	0.0
?b  1162  ?a   => ?a  1277  ?b	0.785714286	0.804878049	0.970588235	99	123	102	?a	0.0	0.0	0.0
?b  1021  ?a   => ?a  1279  ?b	0.813455657	0.823529412	0.895622896	266	323	297	?b	0.0	0.0	0.0
?b  951  ?a   => ?a  1275  ?b	0.81372549	0.821782178	0.83	166	202	200	?b	0.0	0.0	0.0
?b  1264  ?a   => ?a  1283  ?b	0.826839827	0.840484048	0.95380774	764	909	801	?b	0.0	0.0	0.0
?b  1272  ?a   => ?a  1272  ?b	1	1	1	418	418	418	?a	0.0	0.0	0.0
?b  482  ?a   => ?a  1273  ?b	0.834797891	0.83041958	0.918762089	475	572	517	?a	0.0	0.0	0.0
?b  490  ?a   => ?a  490  ?b	0.825958702	0.825958702	0.84592145	280	339	331	?a	0.0	0.0	0.0
?b  15  ?a   => ?a  15  ?b	0.822067161	0.822067161	0.833517577	3770	4586	4523	?b	0.0	0.0	0.0
?b  1028  ?a   => ?a  1266  ?b	0.774891775	0.761702128	1	179	235	179	?b	0.0	0.0	0.0
?b  1265  ?a   => ?a  1265  ?b	0.810916179	0.810916179	0.810916179	416	513	513	?a	0.0	0.0	0.0
?a  1228  ?b   => ?a  1268  ?b	0.823281907	0.822128852	1	587	714	587	?a	0.0	0.0	0.0
?a  1295  ?b   => ?a  1268  ?b	0.81486676	0.820621469	1	581	708	581	?a	0.0	0.0	0.0
?a  1317  ?b   => ?a  1268  ?b	0.812061711	0.816643159	1	579	709	579	?a	0.0	0.0	0.0
?a  1190  ?b   => ?a  1268  ?b	0.813464236	0.815752461	1	580	711	580	?a	0.0	0.0	0.0
?b  505  ?a   => ?a  1262  ?b	0.792307692	0.851239669	0.872881356	103	121	118	?b	0.0	0.0	0.0
?a  1102  ?b   => ?a  1261  ?b	0.762162162	0.819767442	1	141	172	141	?a	0.0	0.0	0.0
?b  906  ?a   => ?a  489  ?b	0.854545455	0.803418803	0.817391304	94	117	115	?b	0.0	0.0	0.0
?b  1130  ?a   => ?a  19  ?b	0.820649282	0.821232026	0.834716709	4626	5633	5542	?a	0.0	0.0	0.0
?b  1283  ?a   => ?a  1264  ?b	0.840484048	0.826839827	0.942046856	764	924	811	?a	0.0	0.0	0.0
?b  21  ?a   => ?a  21  ?b	0.815958526	0.815958526	0.822633792	7240	8873	8801	?a	0.0	0.0	0.0
?b  568  ?a   => ?a  488  ?b	0.832089552	0.825925926	0.825925926	223	270	270	?b	0.0	0.0	0.0
?b  381  ?a   => ?a  485  ?b	0.762589928	0.834645669	0.954954955	106	127	111	?b	0.0	0.0	0.0
?b  1287  ?a   => ?a  1258  ?b	0.813953488	0.843373494	0.954545455	210	249	220	?b	0.0	0.0	0.0
?b  1273  ?a   => ?a  482  ?b	0.83041958	0.834797891	0.93503937	475	569	508	?b	0.0	0.0	0.0
?b  544  ?a   => ?a  1259  ?b	0.839473684	0.830729167	0.876373626	319	384	364	?a	0.0	0.0	0.0
?b  558  ?a   => ?a  1259  ?b	0.815789474	0.826666667	0.870786517	310	375	356	?a	0.0	0.0	0.0
?a  1221  ?b   => ?a  1259  ?b	0.839473684	0.822164948	0.869209809	319	388	367	?a	0.0	0.0	0.0
?b  1252  ?a   => ?a  1259  ?b	0.802631579	0.81769437	0.861581921	305	373	354	?a	0.0	0.0	0.0
?a  1020  ?b   => ?a  1259  ?b	0.823684211	0.817232376	0.867036011	313	383	361	?a	0.0	0.0	0.0
?b  1301  ?a   => ?a  1256  ?b	0.817047817	0.803680982	0.854347826	393	489	460	?a	0.0	0.0	0.0
?b  990  ?a   => ?a  1253  ?b	0.827777778	0.851428571	0.897590361	149	175	166	?a	0.0	0.0	0.0
?b  1020  ?a   => ?a  1252  ?b	0.831099196	0.809399478	0.868347339	310	383	357	?b	0.0	0.0	0.0
?b  1221  ?a   => ?a  1252  ?b	0.841823056	0.809278351	0.867403315	314	388	362	?b	0.0	0.0	0.0
?b  1259  ?a   => ?a  1252  ?b	0.81769437	0.802631579	0.854341737	305	380	357	?b	0.0	0.0	0.0
?a  558  ?b   => ?a  1252  ?b	0.81769437	0.813333333	0.866477273	305	375	352	?b	0.0	0.0	0.0
?a  544  ?b   => ?a  1252  ?b	0.8230563	0.799479167	0.859943978	307	384	357	?b	0.0	0.0	0.0
?b  1194  ?a   => ?a  479  ?b	0.854700855	0.826446281	0.826446281	100	121	121	?a	0.0	0.0	0.0
?b  1329  ?a   => ?a  1255  ?b	0.807511737	0.811320755	0.924731183	344	424	372	?a	0.0	0.0	0.0
?b  1165  ?a   => ?a  477  ?b	0.85	0.833333333	1	85	102	85	?a	0.0	0.0	0.0
?b  504  ?a   => ?a  478  ?b	0.819672131	0.815217391	0.925925926	150	184	162	?b	0.0	0.0	0.0
