	rule	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10
390	?f 1283 ?b ?a 1290 ?f => ?a 1283 ?b 	0.779661017	1.0	1.0	138.0	138.0	138.0	?a	0.0	0.0	0.0
473	?a 1216 ?f ?b 1216 ?f => ?a 1216 ?b 	1.0	1.0	1.0	414.0	414.0	414.0	?a	0.0	0.0	0.0
462	?a 1219 ?f ?b 1285 ?f => ?a 1219 ?b 	0.738660907	1.0	1.0	342.0	342.0	342.0	?b	0.0	0.0	0.0
461	?a 1219 ?f ?b 1290 ?f => ?a 1219 ?b 	0.738660907	1.0	1.0	342.0	342.0	342.0	?b	0.0	0.0	0.0
452	?e 1245 ?b ?e 1285 ?a => ?a 1245 ?b 	0.603583427	1.0	1.0	1078.0	1078.0	1078.0	?b	0.0	0.0	0.0
451	?e 1245 ?b ?e 1290 ?a => ?a 1245 ?b 	0.66181411	1.0	1.0	1182.0	1182.0	1182.0	?b	0.0	0.0	0.0
450	?f 1245 ?b ?a 1285 ?f => ?a 1245 ?b 	0.603583427	1.0	1.0	1078.0	1078.0	1078.0	?b	0.0	0.0	0.0
449	?f 1245 ?b ?a 1290 ?f => ?a 1245 ?b 	0.66181411	1.0	1.0	1182.0	1182.0	1182.0	?b	0.0	0.0	0.0
441	?e 1285 ?b ?a 479 ?e => ?a 479 ?b 	0.692810458	1.0	1.0	318.0	318.0	318.0	?b	0.0	0.0	0.0
439	?e 1290 ?b ?a 479 ?e => ?a 479 ?b 	0.697167756	1.0	1.0	320.0	320.0	320.0	?b	0.0	0.0	0.0
161	?b 1290 ?a => ?a 1290 ?b 	1.0	1.0	1.0	476.0	476.0	476.0	?a	0.0	0.0	0.0
437	?b 1290 ?f ?a 479 ?f => ?a 479 ?b 	0.697167756	1.0	1.0	320.0	320.0	320.0	?b	0.0	0.0	0.0
435	?b 1285 ?f ?a 479 ?f => ?a 479 ?b 	0.692810458	1.0	1.0	318.0	318.0	318.0	?b	0.0	0.0	0.0
171	?b 1285 ?a => ?a 1285 ?b 	1.0	1.0	1.0	467.0	467.0	467.0	?a	0.0	0.0	0.0
433	?f 1271 ?b ?a 1290 ?f => ?a 1271 ?b 	0.690366972	1.0	1.0	301.0	301.0	301.0	?a	0.0	0.0	0.0
432	?e 1258 ?b ?e 1285 ?a => ?a 1258 ?b 	0.715686275	1.0	1.0	73.0	73.0	73.0	?a	0.0	0.0	0.0
429	?e 1258 ?b ?e 1290 ?a => ?a 1258 ?b 	0.725490196	1.0	1.0	74.0	74.0	74.0	?a	0.0	0.0	0.0
427	?f 1258 ?b ?a 1285 ?f => ?a 1258 ?b 	0.715686275	1.0	1.0	73.0	73.0	73.0	?a	0.0	0.0	0.0
425	?e 1260 ?b ?e 1285 ?a => ?a 1260 ?b 	0.666666667	1.0	1.0	262.0	262.0	262.0	?a	0.0	0.0	0.0
424	?f 1258 ?b ?a 1290 ?f => ?a 1258 ?b 	0.725490196	1.0	1.0	74.0	74.0	74.0	?a	0.0	0.0	0.0
423	?e 1260 ?b ?e 1290 ?a => ?a 1260 ?b 	0.776081425	1.0	1.0	305.0	305.0	305.0	?a	0.0	0.0	0.0
422	?f 1260 ?b ?a 1285 ?f => ?a 1260 ?b 	0.666666667	1.0	1.0	262.0	262.0	262.0	?a	0.0	0.0	0.0
472	?f 1216 ?a ?b 1216 ?f => ?a 1216 ?b 	1.0	1.0	1.0	414.0	414.0	414.0	?a	0.0	0.0	0.0
463	?a 1219 ?e ?e 1290 ?b => ?a 1219 ?b 	0.738660907	1.0	1.0	342.0	342.0	342.0	?b	0.0	0.0	0.0
464	?a 1219 ?e ?e 1285 ?b => ?a 1219 ?b 	0.738660907	1.0	1.0	342.0	342.0	342.0	?b	0.0	0.0	0.0
389	?e 1285 ?b ?e 1290 ?a => ?a 1290 ?b 	0.802521008	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
326	?b 1285 ?f ?a 304 ?f => ?a 304 ?b 	0.769230769	1.0	1.0	80.0	80.0	80.0	?b	0.0	0.0	0.0
490	?a 1230 ?e ?e 1285 ?b => ?a 1230 ?b 	0.680306905	1.0	1.0	798.0	798.0	798.0	?b	0.0	0.0	0.0
313	?a 1124 ?f ?b 1290 ?f => ?a 1124 ?b 	0.652245345	1.0	1.0	1191.0	1191.0	1191.0	?a	0.0	0.0	0.0
314	?a 1124 ?f ?f 1290 ?b => ?a 1124 ?b 	0.652245345	1.0	1.0	1191.0	1191.0	1191.0	?a	0.0	0.0	0.0
315	?a 1124 ?f ?f 1285 ?b => ?a 1124 ?b 	0.595290252	1.0	1.0	1087.0	1087.0	1087.0	?a	0.0	0.0	0.0
316	?a 1144 ?f ?b 1216 ?f => ?a 1144 ?b 	0.8203125	1.0	1.0	210.0	210.0	210.0	?b	0.0	0.0	0.0
317	?f 1111 ?b ?a 1290 ?f => ?a 1111 ?b 	0.723154362	1.0	1.0	431.0	431.0	431.0	?a	0.0	0.0	0.0
319	?f 1111 ?b ?a 1285 ?f => ?a 1111 ?b 	0.657718121	1.0	1.0	392.0	392.0	392.0	?a	0.0	0.0	0.0
321	?e 1111 ?b ?e 1290 ?a => ?a 1111 ?b 	0.723154362	1.0	1.0	431.0	431.0	431.0	?a	0.0	0.0	0.0
322	?e 1111 ?b ?e 1285 ?a => ?a 1111 ?b 	0.657718121	1.0	1.0	392.0	392.0	392.0	?a	0.0	0.0	0.0
328	?b 1290 ?f ?a 304 ?f => ?a 304 ?b 	0.730769231	1.0	1.0	76.0	76.0	76.0	?b	0.0	0.0	0.0
310	?a 1124 ?f ?b 1285 ?f => ?a 1124 ?b 	0.595290252	1.0	1.0	1087.0	1087.0	1087.0	?a	0.0	0.0	0.0
329	?e 1285 ?b ?a 304 ?e => ?a 304 ?b 	0.769230769	1.0	1.0	80.0	80.0	80.0	?b	0.0	0.0	0.0
331	?e 1290 ?b ?a 304 ?e => ?a 304 ?b 	0.730769231	1.0	1.0	76.0	76.0	76.0	?b	0.0	0.0	0.0
366	?e 1285 ?a ?e 539 ?b => ?a 539 ?b 	0.780701754	1.0	1.0	89.0	89.0	89.0	?a	0.0	0.0	0.0
355	?a 1216 ?f ?f 571 ?b => ?a 571 ?b 	0.7	1.0	1.0	105.0	105.0	105.0	?b	0.0	0.0	0.0
356	?e 1216 ?a ?e 571 ?b => ?a 571 ?b 	0.7	1.0	1.0	105.0	105.0	105.0	?b	0.0	0.0	0.0
365	?e 1290 ?a ?e 539 ?b => ?a 539 ?b 	0.763157895	1.0	1.0	87.0	87.0	87.0	?a	0.0	0.0	0.0
359	?a 1290 ?f ?f 539 ?b => ?a 539 ?b 	0.763157895	1.0	1.0	87.0	87.0	87.0	?a	0.0	0.0	0.0
361	?a 1285 ?f ?f 539 ?b => ?a 539 ?b 	0.780701754	1.0	1.0	89.0	89.0	89.0	?a	0.0	0.0	0.0
499	?a 1230 ?e ?e 1290 ?b => ?a 1230 ?b 	0.730605286	1.0	1.0	857.0	857.0	857.0	?b	0.0	0.0	0.0
488	?a 1230 ?f ?b 1290 ?f => ?a 1230 ?b 	0.730605286	1.0	1.0	857.0	857.0	857.0	?b	0.0	0.0	0.0
311	?a 1144 ?f ?f 1216 ?b => ?a 1144 ?b 	0.8203125	1.0	1.0	210.0	210.0	210.0	?b	0.0	0.0	0.0
375	?f 1290 ?a ?b 1290 ?f => ?a 1290 ?b 	1.0	1.0	1.0	476.0	476.0	476.0	?a	0.0	0.0	0.0
282	?e 1184 ?b ?e 1285 ?a => ?a 1184 ?b 	0.67753304	1.0	1.0	769.0	769.0	769.0	?a	0.0	0.0	0.0
387	?e 1285 ?a ?e 1290 ?b => ?a 1290 ?b 	0.802521008	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
386	?e 1290 ?a ?e 1290 ?b => ?a 1290 ?b 	1.0	1.0	1.0	476.0	476.0	476.0	?a	0.0	0.0	0.0
385	?a 1285 ?f ?f 1290 ?b => ?a 1290 ?b 	0.802521008	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
383	?f 1285 ?b ?a 1290 ?f => ?a 1290 ?b 	0.802521008	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
382	?f 1290 ?b ?a 1290 ?f => ?a 1290 ?b 	1.0	1.0	1.0	476.0	476.0	476.0	?a	0.0	0.0	0.0
381	?b 1285 ?f ?a 1290 ?f => ?a 1290 ?b 	0.802521008	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
275	?e 1186 ?b ?e 1216 ?a => ?a 1186 ?b 	0.836065574	1.0	1.0	204.0	204.0	204.0	?a	0.0	0.0	0.0
278	?f 1186 ?b ?a 1216 ?f => ?a 1186 ?b 	0.836065574	1.0	1.0	204.0	204.0	204.0	?a	0.0	0.0	0.0
279	?f 1184 ?b ?a 1285 ?f => ?a 1184 ?b 	0.67753304	1.0	1.0	769.0	769.0	769.0	?a	0.0	0.0	0.0
378	?a 1285 ?f ?b 1290 ?f => ?a 1290 ?b 	0.802521008	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
281	?e 1184 ?b ?e 1290 ?a => ?a 1184 ?b 	0.720704846	1.0	1.0	818.0	818.0	818.0	?a	0.0	0.0	0.0
283	?f 1184 ?b ?a 1290 ?f => ?a 1184 ?b 	0.720704846	1.0	1.0	818.0	818.0	818.0	?a	0.0	0.0	0.0
377	?a 1290 ?f ?b 1290 ?f => ?a 1290 ?b 	1.0	1.0	1.0	476.0	476.0	476.0	?a	0.0	0.0	0.0
298	?a 1148 ?f ?b 1285 ?f => ?a 1148 ?b 	0.666666667	1.0	1.0	392.0	392.0	392.0	?b	0.0	0.0	0.0
300	?a 1148 ?f ?b 1290 ?f => ?a 1148 ?b 	0.714285714	1.0	1.0	420.0	420.0	420.0	?b	0.0	0.0	0.0
301	?a 1148 ?e ?e 1285 ?b => ?a 1148 ?b 	0.666666667	1.0	1.0	392.0	392.0	392.0	?b	0.0	0.0	0.0
304	?a 1148 ?e ?e 1290 ?b => ?a 1148 ?b 	0.714285714	1.0	1.0	420.0	420.0	420.0	?b	0.0	0.0	0.0
376	?f 1285 ?a ?b 1290 ?f => ?a 1290 ?b 	0.802521008	1.0	1.0	382.0	382.0	382.0	?a	0.0	0.0	0.0
486	?a 1230 ?f ?b 1285 ?f => ?a 1230 ?b 	0.680306905	1.0	1.0	798.0	798.0	798.0	?b	0.0	0.0	0.0
363	?f 1285 ?a ?b 304 ?f => ?a 539 ?b 	0.640350877	0.9125	1.0	73.0	80.0	73.0	?a	0.0	0.0	0.0
362	?a 1285 ?f ?b 304 ?f => ?a 539 ?b 	0.640350877	0.9125	1.0	73.0	80.0	73.0	?a	0.0	0.0	0.0
484	?b 1239 ?a ?a 1250 ?b => ?a 969 ?b 	0.571428571	0.895522388	0.967741935	60.0	67.0	62.0	?b	0.0	0.0	0.0
142	?b 528 ?a => ?a 1038 ?b 	0.804878049	0.891891892	0.99	99.0	111.0	100.0	?b	0.0	0.0	0.0
257	?b 576 ?a => ?a 406 ?b 	0.874074074	0.887218045	0.921875	118.0	133.0	128.0	?b	0.0	0.0	0.0
181	?b 1050 ?a => ?a 495 ?b 	0.767241379	0.881188119	0.898989899	89.0	101.0	99.0	?b	0.0	0.0	0.0
299	?b 488 ?a ?b 537 ?a => ?a 1145 ?b 	0.619047619	0.878378378	0.878378378	65.0	74.0	74.0	?b	0.0	0.0	0.0
293	?a 1200 ?b ?a 1323 ?b => ?a 1179 ?b 	0.563991323	0.878378378	0.909090909	260.0	296.0	286.0	?a	0.0	0.0	0.0
238	?b 1178 ?a => ?a 1202 ?b 	0.840236686	0.87654321	0.898734177	142.0	162.0	158.0	?b	0.0	0.0	0.0
81	?b 406 ?a => ?a 576 ?b 	0.887218045	0.874074074	0.929133858	118.0	135.0	127.0	?a	0.0	0.0	0.0
285	?b 1209 ?a ?a 1323 ?b => ?a 1179 ?b 	0.585683297	0.870967742	0.906040268	270.0	310.0	298.0	?a	0.0	0.0	0.0
292	?a 1200 ?b ?b 441 ?a => ?a 1179 ?b 	0.570498915	0.870860927	0.910034602	263.0	302.0	289.0	?a	0.0	0.0	0.0
360	?a 1290 ?f ?b 304 ?f => ?a 539 ?b 	0.578947368	0.868421053	0.985074627	66.0	76.0	67.0	?a	0.0	0.0	0.0
364	?f 1290 ?a ?b 304 ?f => ?a 539 ?b 	0.578947368	0.868421053	0.985074627	66.0	76.0	67.0	?a	0.0	0.0	0.0
286	?a 1200 ?b ?b 1209 ?a => ?a 1179 ?b 	0.570498915	0.867986799	0.906896552	263.0	303.0	290.0	?a	0.0	0.0	0.0
11	?b 1268 ?a => ?a 1177 ?b 	0.812720848	0.867924528	0.950413223	230.0	265.0	242.0	?a	0.0	0.0	0.0
107	?b 304 ?a => ?a 539 ?b 	0.789473684	0.865384615	0.989010989	90.0	104.0	91.0	?a	0.0	0.0	0.0
287	?b 1214 ?a ?a 1323 ?b => ?a 1179 ?b 	0.570498915	0.865131579	0.906896552	263.0	304.0	290.0	?a	0.0	0.0	0.0
35	?a 1323 ?b => ?a 1179 ?b 	0.69197397	0.864498645	0.901129944	319.0	369.0	354.0	?a	0.0	0.0	0.0
139	?b 427 ?a => ?a 1062 ?b 	0.803149606	0.86440678	0.886956522	102.0	118.0	115.0	?a	0.0	0.0	0.0
61	?b 499 ?a => ?a 1105 ?b 	0.796875	0.86440678	1.0	153.0	177.0	153.0	?a	0.0	0.0	0.0
290	?a 1323 ?b ?b 598 ?a => ?a 1179 ?b 	0.561822126	0.863333333	0.902439024	259.0	300.0	287.0	?a	0.0	0.0	0.0
143	?b 999 ?a => ?a 31 ?b 	0.795275591	0.863247863	0.980582524	101.0	117.0	103.0	?a	0.0	0.0	0.0
258	?b 1239 ?a => ?a 969 ?b 	0.838095238	0.862745098	0.946236559	88.0	102.0	93.0	?b	0.0	0.0	0.0
33	?b 441 ?a => ?a 1179 ?b 	0.828633406	0.862302483	0.90736342	382.0	443.0	421.0	?a	0.0	0.0	0.0
27	?b 1209 ?a => ?a 1179 ?b 	0.687635575	0.861413043	0.900568182	317.0	368.0	352.0	?a	0.0	0.0	0.0
30	?a 1200 ?b => ?a 1179 ?b 	0.685466377	0.861035422	0.9002849	316.0	367.0	351.0	?a	0.0	0.0	0.0
288	?b 1209 ?a ?b 598 ?a => ?a 1179 ?b 	0.561822126	0.860465116	0.902439024	259.0	301.0	287.0	?a	0.0	0.0	0.0
53	?b 1287 ?a => ?a 349 ?b 	0.822580645	0.859550562	0.905325444	153.0	178.0	169.0	?a	0.0	0.0	0.0
291	?b 1209 ?a ?b 1214 ?a => ?a 1179 ?b 	0.570498915	0.856677524	0.903780069	263.0	307.0	291.0	?a	0.0	0.0	0.0
79	?b 1086 ?a => ?a 584 ?b 	0.825396825	0.856470588	0.864608076	364.0	425.0	421.0	?b	0.0	0.0	0.0
256	?b 454 ?a => ?a 972 ?b 	0.798076923	0.855670103	0.988095238	83.0	97.0	84.0	?b	0.0	0.0	0.0
295	?a 1187 ?b ?b 488 ?a => ?a 1145 ?b 	0.676190476	0.855421687	0.855421687	71.0	83.0	83.0	?b	0.0	0.0	0.0
158	?b 1108 ?a => ?a 15 ?b 	0.800813008	0.854663774	0.854663774	394.0	461.0	461.0	?a	0.0	0.0	0.0
137	?b 1103 ?a => ?a 1069 ?b 	0.820261438	0.853741497	0.893238434	251.0	294.0	281.0	?a	0.0	0.0	0.0
77	?b 855 ?a => ?a 593 ?b 	0.798387097	0.853448276	0.970588235	99.0	116.0	102.0	?a	0.0	0.0	0.0
109	?b 1194 ?a => ?a 544 ?b 	0.805555556	0.852941176	1.0	174.0	204.0	174.0	?b	0.0	0.0	0.0
18	?b 1170 ?a => ?a 1170 ?b 	0.852713178	0.852713178	0.909090909	110.0	129.0	121.0	?b	0.0	0.0	0.0
468	?b 512 ?a ?a 598 ?b => ?a 1214 ?b 	0.700808625	0.852459016	0.887372014	260.0	305.0	293.0	?b	0.0	0.0	0.0
479	?b 1323 ?a ?a 441 ?b => ?a 1209 ?b 	0.706521739	0.852459016	0.896551724	260.0	305.0	290.0	?b	0.0	0.0	0.0
348	?a 1179 ?b ?b 1209 ?a => ?a 1323 ?b 	0.731707317	0.851735016	0.888157895	270.0	317.0	304.0	?a	0.0	0.0	0.0
289	?b 1214 ?a ?b 598 ?a => ?a 1179 ?b 	0.572668113	0.851612903	0.901023891	264.0	310.0	293.0	?a	0.0	0.0	0.0
264	?b 488 ?a ?b 537 ?a => ?a 1187 ?b 	0.617647059	0.851351351	0.851351351	63.0	74.0	74.0	?b	0.0	0.0	0.0
154	?b 1087 ?a => ?a 1005 ?b 	0.816326531	0.85106383	0.995024876	200.0	235.0	201.0	?b	0.0	0.0	0.0
102	?b 1329 ?a => ?a 1319 ?b 	0.808641975	0.850649351	0.949275362	131.0	154.0	138.0	?a	0.0	0.0	0.0
116	?b 1220 ?a => ?a 1310 ?b 	0.762195122	0.850340136	0.946969697	125.0	147.0	132.0	?a	0.0	0.0	0.0
29	?b 598 ?a => ?a 1179 ?b 	0.67462039	0.849726776	0.896253602	311.0	366.0	347.0	?a	0.0	0.0	0.0
212	?b 1160 ?a => ?a 1223 ?b 	0.849557522	0.849557522	1.0	96.0	113.0	96.0	?a	0.0	0.0	0.0
20	?b 1223 ?a => ?a 1160 ?b 	0.849557522	0.849557522	1.0	96.0	113.0	96.0	?b	0.0	0.0	0.0
28	?b 1214 ?a => ?a 1179 ?b 	0.68329718	0.849056604	0.894886364	315.0	371.0	352.0	?a	0.0	0.0	0.0
465	?b 1179 ?a ?a 598 ?b => ?a 1214 ?b 	0.711590296	0.848874598	0.888888889	264.0	311.0	297.0	?b	0.0	0.0	0.0
67	?b 1274 ?a => ?a 1102 ?b 	0.827428571	0.84876905	0.850763807	724.0	853.0	851.0	?b	0.0	0.0	0.0
175	?b 1250 ?a => ?a 1276 ?b 	0.836298932	0.848375451	0.921568627	235.0	277.0	255.0	?b	0.0	0.0	0.0
38	?b 1313 ?a => ?a 1149 ?b 	0.809210526	0.848275862	0.953488372	246.0	290.0	258.0	?a	0.0	0.0	0.0
31	?a 512 ?b => ?a 1179 ?b 	0.678958785	0.848238482	0.891737892	313.0	369.0	351.0	?a	0.0	0.0	0.0
367	?a 1200 ?b ?b 1214 ?a => ?a 512 ?b 	0.696476965	0.848184818	0.886206897	257.0	303.0	290.0	?a	0.0	0.0	0.0
436	?f 1271 ?a ?b 1290 ?f => ?a 479 ?b 	0.555555556	0.84717608	0.951492537	255.0	301.0	268.0	?b	0.0	0.0	0.0
438	?e 1271 ?a ?e 1290 ?b => ?a 479 ?b 	0.555555556	0.84717608	0.951492537	255.0	301.0	268.0	?b	0.0	0.0	0.0
434	?f 1271 ?a ?b 1285 ?f => ?a 479 ?b 	0.555555556	0.84717608	0.94795539	255.0	301.0	269.0	?b	0.0	0.0	0.0
440	?e 1271 ?a ?e 1285 ?b => ?a 479 ?b 	0.555555556	0.84717608	0.94795539	255.0	301.0	269.0	?b	0.0	0.0	0.0
229	?a 598 ?b => ?a 1214 ?b 	0.835579515	0.846994536	0.883190883	310.0	366.0	351.0	?b	0.0	0.0	0.0
349	?b 1209 ?a ?b 441 ?a => ?a 1323 ?b 	0.704607046	0.846905537	0.884353741	260.0	307.0	294.0	?a	0.0	0.0	0.0
84	?b 1327 ?a => ?a 572 ?b 	0.780821918	0.846534653	0.966101695	171.0	202.0	177.0	?b	0.0	0.0	0.0
478	?b 1179 ?a ?b 1323 ?a => ?a 1209 ?b 	0.733695652	0.846394984	0.885245902	270.0	319.0	305.0	?b	0.0	0.0	0.0
85	?b 566 ?a => ?a 566 ?b 	0.846153846	0.846153846	0.862745098	88.0	104.0	102.0	?a	0.0	0.0	0.0
182	?b 586 ?a => ?a 1277 ?b 	0.823817292	0.845896147	0.951035782	505.0	597.0	531.0	?a	0.0	0.0	0.0
372	?b 441 ?a ?b 598 ?a => ?a 512 ?b 	0.685636856	0.843333333	0.887719298	253.0	300.0	285.0	?a	0.0	0.0	0.0
480	?b 1323 ?a ?a 598 ?b => ?a 1209 ?b 	0.6875	0.843333333	0.881533101	253.0	300.0	287.0	?b	0.0	0.0	0.0
190	?b 1297 ?a => ?a 1257 ?b 	0.813793103	0.842857143	0.983333333	118.0	140.0	120.0	?b	0.0	0.0	0.0
12	?b 456 ?a => ?a 1195 ?b 	0.785310734	0.842424242	0.932885906	139.0	165.0	149.0	?a	0.0	0.0	0.0
93	?b 1209 ?a => ?a 1323 ?b 	0.840108401	0.842391304	0.880681818	310.0	368.0	352.0	?a	0.0	0.0	0.0
453	?b 1179 ?a ?a 1209 ?b => ?a 441 ?b 	0.602708804	0.842271293	0.908163265	267.0	317.0	294.0	?b	0.0	0.0	0.0
481	?a 1214 ?b ?b 1323 ?a => ?a 1209 ?b 	0.695652174	0.842105263	0.885813149	256.0	304.0	289.0	?b	0.0	0.0	0.0
3	?b 1134 ?a => ?a 1198 ?b 	0.837438424	0.841584158	0.87628866	340.0	404.0	388.0	?a	0.0	0.0	0.0
333	?a 1214 ?b ?b 512 ?a => ?a 598 ?b 	0.710382514	0.841423948	0.89347079	260.0	309.0	291.0	?b	0.0	0.0	0.0
370	?a 1200 ?b ?b 598 ?a => ?a 512 ?b 	0.688346883	0.841059603	0.881944444	254.0	302.0	288.0	?a	0.0	0.0	0.0
350	?b 1209 ?a ?b 598 ?a => ?a 1323 ?b 	0.685636856	0.840531561	0.884615385	253.0	301.0	286.0	?a	0.0	0.0	0.0
44	?b 1318 ?a => ?a 1141 ?b 	0.806569343	0.840304183	0.840304183	221.0	263.0	263.0	?b	0.0	0.0	0.0
10	?b 1202 ?a => ?a 1178 ?b 	0.87654321	0.840236686	0.904458599	142.0	169.0	157.0	?a	0.0	0.0	0.0
111	?b 1153 ?a => ?a 1326 ?b 	0.8057041	0.840148699	0.949579832	452.0	538.0	476.0	?b	0.0	0.0	0.0
245	?b 1323 ?a => ?a 1209 ?b 	0.842391304	0.840108401	0.880681818	310.0	369.0	352.0	?b	0.0	0.0	0.0
470	?b 1200 ?a ?b 512 ?a => ?a 1214 ?b 	0.692722372	0.839869281	0.880136986	257.0	306.0	292.0	?b	0.0	0.0	0.0
454	?a 1209 ?b ?b 1323 ?a => ?a 441 ?b 	0.586907449	0.838709677	0.912280702	260.0	310.0	285.0	?b	0.0	0.0	0.0
368	?b 1214 ?a ?b 598 ?a => ?a 512 ?b 	0.704607046	0.838709677	0.887372014	260.0	310.0	293.0	?a	0.0	0.0	0.0
469	?a 1209 ?b ?b 512 ?a => ?a 1214 ?b 	0.684636119	0.838283828	0.885017422	254.0	303.0	287.0	?b	0.0	0.0	0.0
342	?b 1200 ?a ?a 1214 ?b => ?a 598 ?b 	0.693989071	0.838283828	0.888111888	254.0	303.0	286.0	?b	0.0	0.0	0.0
338	?b 1179 ?a ?a 1214 ?b => ?a 598 ?b 	0.721311475	0.838095238	0.891891892	264.0	315.0	296.0	?b	0.0	0.0	0.0
204	?b 969 ?a => ?a 1239 ?b 	0.862745098	0.838095238	0.907216495	88.0	105.0	97.0	?a	0.0	0.0	0.0
369	?a 1200 ?b ?b 441 ?a => ?a 512 ?b 	0.685636856	0.837748344	0.875432526	253.0	302.0	289.0	?a	0.0	0.0	0.0
45	?b 1198 ?a => ?a 1134 ?b 	0.841584158	0.837438424	0.878552972	340.0	406.0	387.0	?b	0.0	0.0	0.0
227	?b 512 ?a => ?a 1214 ?b 	0.832884097	0.837398374	0.877840909	309.0	369.0	352.0	?b	0.0	0.0	0.0
196	?b 1271 ?a => ?a 479 ?b 	0.795206972	0.837155963	0.943152455	365.0	436.0	387.0	?b	0.0	0.0	0.0
62	?b 1322 ?a => ?a 1114 ?b 	0.826168224	0.837121212	0.993258427	442.0	528.0	445.0	?a	0.0	0.0	0.0
205	?b 996 ?a => ?a 468 ?b 	0.743421053	0.837037037	0.8828125	113.0	135.0	128.0	?b	0.0	0.0	0.0
237	?b 1075 ?a => ?a 1210 ?b 	0.82912844	0.836805556	0.888206388	723.0	864.0	814.0	?b	0.0	0.0	0.0
