Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 99783 facts in 0.28 s using -99 MB
Using HeadCoverage as pruning metric with minimum threshold 0.5
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
Filtering on standard confidence with minimum threshold 0.5
Filtering on PCA confidence with minimum threshold 0.7
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?b  1239  ?a   => ?a  1160  ?b	0.769911504	0.836538462	0.87	87	104	100	?a	0.0	0.0	0.0
?b  538  ?a   => ?a  1159  ?b	0.816037736	0.843902439	0.915343915	173	205	189	?b	0.0	0.0	0.0
?b  1199  ?a   => ?a  1167  ?b	0.840277778	0.829714286	0.885365854	726	875	820	?a	0.0	0.0	0.0
?b  1304  ?a   => ?a  1152  ?b	0.871657754	0.840206186	1	163	194	163	?a	0.0	0.0	0.0
?b  1113  ?a   => ?a  1165  ?b	0.813074566	0.824016563	1	796	966	796	?a	0.0	0.0	0.0
?b  1205  ?a   => ?a  368  ?b	0.834710744	0.765151515	0.770992366	101	132	131	?a	0.0	0.0	0.0
?b  1202  ?a   => ?a  1147  ?b	0.808857809	0.814553991	1	347	426	347	?a	0.0	0.0	0.0
?a  1202  ?b   => ?a  1147  ?b	0.808857809	0.814553991	1	347	426	347	?a	0.0	0.0	0.0
?b  1147  ?a   => ?a  1147  ?b	1	1	1	429	429	429	?a	0.0	0.0	0.0
?b  1268  ?a   => ?a  1138  ?b	0.846645367	0.841269841	0.910652921	265	315	291	?b	0.0	0.0	0.0
?b  1141  ?a   => ?a  1141  ?b	1	1	1	399	399	399	?a	0.0	0.0	0.0
?b  1293  ?a   => ?a  1135  ?b	0.801762115	0.767932489	1	182	237	182	?a	0.0	0.0	0.0
?b  1271  ?a   => ?a  1131  ?b	0.837837838	0.805194805	0.808695652	186	231	230	?a	0.0	0.0	0.0
?b  1306  ?a   => ?a  1137  ?b	0.8307393	0.8307393	0.893305439	854	1028	956	?b	0.0	0.0	0.0
?b  1170  ?a   => ?a  1170  ?b	0.823072441	0.823072441	0.832940252	4238	5149	5088	?a	0.0	0.0	0.0
?b  1215  ?a   => ?a  1129  ?b	0.820895522	0.743243243	0.916666667	110	148	120	?a	0.0	0.0	0.0
?b  1128  ?a   => ?a  1128  ?b	0.838709677	0.838709677	0.95412844	104	124	109	?a	0.0	0.0	0.0
?b  1114  ?a   => ?a  1127  ?b	0.809045226	0.793103448	0.92	161	203	175	?a	0.0	0.0	0.0
?b  486  ?a   => ?a  1125  ?b	0.775193798	0.8	0.934579439	200	250	214	?b	0.0	0.0	0.0
?b  1123  ?a   => ?a  1123  ?b	0.849056604	0.849056604	0.9	90	106	100	?a	0.0	0.0	0.0
?b  1299  ?a   => ?a  1121  ?b	0.851851852	0.836363636	0.989247312	92	110	93	?a	0.0	0.0	0.0
?b  1153  ?a   => ?a  1153  ?b	0.790697674	0.790697674	0.790697674	102	129	129	?b	0.0	0.0	0.0
?b  578  ?a   => ?a  1119  ?b	0.802083333	0.832432432	0.900584795	154	185	171	?a	0.0	0.0	0.0
?b  1110  ?a   => ?a  1168  ?b	0.818007663	0.816443595	0.945736434	854	1046	903	?b	0.0	0.0	0.0
?b  1090  ?a   => ?a  1108  ?b	0.816901408	0.81920904	0.966666667	290	354	300	?a	0.0	0.0	0.0
?b  1127  ?a   => ?a  1114  ?b	0.793103448	0.809045226	0.925287356	161	199	174	?b	0.0	0.0	0.0
?b  1165  ?a   => ?a  1113  ?b	0.824016563	0.813074566	1	796	979	796	?b	0.0	0.0	0.0
?b  502  ?a   => ?a  1140  ?b	0.813793103	0.797297297	0.847396768	472	592	557	?a	0.0	0.0	0.0
?b  31  ?a   => ?a  1139  ?b	0.80952381	0.816933638	0.837045721	714	874	853	?a	0.0	0.0	0.0
?b  1291  ?a   => ?a  1103  ?b	0.821011673	0.825831703	0.890295359	422	511	474	?a	0.0	0.0	0.0
?b  1099  ?a   => ?a  585  ?b	0.841059603	0.888111888	0.913669065	127	143	139	?b	0.0	0.0	0.0
?b  1104  ?a   => ?a  1104  ?b	0.840466926	0.840466926	0.874493927	216	257	247	?a	0.0	0.0	0.0
?b  1119  ?a   => ?a  578  ?b	0.832432432	0.802083333	0.88	154	192	175	?b	0.0	0.0	0.0
?b  444  ?a   => ?a  593  ?b	0.818181818	0.808988764	0.911392405	144	178	158	?a	0.0	0.0	0.0
?b  1168  ?a   => ?a  1110  ?b	0.816443595	0.818007663	0.939493949	854	1044	909	?a	0.0	0.0	0.0
?b  1210  ?a   => ?a  569  ?b	0.801282051	0.786163522	0.796178344	125	159	157	?a	0.0	0.0	0.0
?b  1288  ?a   => ?a  574  ?b	0.816568047	0.867924528	0.978723404	138	159	141	?a	0.0	0.0	0.0
?b  1295  ?a   => ?a  1111  ?b	0.814479638	0.829493088	0.886699507	180	217	203	?a	0.0	0.0	0.0
?b  1189  ?a   => ?a  559  ?b	0.8	0.780487805	1	96	123	96	?a	0.0	0.0	0.0
?b  490  ?a   => ?a  550  ?b	0.8	0.820512821	0.861538462	224	273	260	?a	0.0	0.0	0.0
?b  1069  ?a   => ?a  567  ?b	0.848623853	0.811403509	0.925	185	228	200	?b	0.0	0.0	0.0
?b  1298  ?a   => ?a  542  ?b	0.762345679	0.848797251	0.946360153	247	291	261	?a	0.0	0.0	0.0
?b  1159  ?a   => ?a  538  ?b	0.843902439	0.816037736	0.901041667	173	212	192	?a	0.0	0.0	0.0
?b  1106  ?a   => ?a  1107  ?b	0.820867959	0.834741784	0.876293741	1778	2130	2029	?b	0.0	0.0	0.0
?b  429  ?a   => ?a  1307  ?b	0.831858407	0.817391304	0.994708995	188	230	189	?b	0.0	0.0	0.0
?b  1279  ?a   => ?a  1310  ?b	0.731012658	0.846153846	0.916666667	231	273	252	?a	0.0	0.0	0.0
?b  1275  ?a   => ?a  1310  ?b	0.797468354	0.842809365	0.919708029	252	299	274	?a	0.0	0.0	0.0
?b  508  ?a   => ?a  1310  ?b	0.71835443	0.850187266	0.908	227	267	250	?a	0.0	0.0	0.0
?b  1280  ?a   => ?a  1310  ?b	0.699367089	0.830827068	0.905737705	221	266	244	?a	0.0	0.0	0.0
?a  1250  ?b   => ?a  1310  ?b	0.753164557	0.868613139	0.9296875	238	274	256	?a	0.0	0.0	0.0
?a  1261  ?b   => ?a  1310  ?b	0.699367089	0.853281853	0.917012448	221	259	241	?a	0.0	0.0	0.0
?a  1057  ?b   => ?a  1310  ?b	0.702531646	0.847328244	0.913580247	222	262	243	?a	0.0	0.0	0.0
?b  1300  ?a   => ?a  1305  ?b	0.82967033	0.883040936	0.967948718	151	171	156	?a	0.0	0.0	0.0
?b  1305  ?a   => ?a  1300  ?b	0.883040936	0.82967033	0.94375	151	182	160	?b	0.0	0.0	0.0
?b  1152  ?a   => ?a  1304  ?b	0.840206186	0.871657754	1	163	187	163	?b	0.0	0.0	0.0
?b  13  ?a   => ?a  1308  ?b	0.856495468	0.841246291	0.931034483	567	674	609	?b	0.0	0.0	0.0
?b  1313  ?a   => ?a  1313  ?b	0.81300813	0.81300813	0.860215054	400	492	465	?a	0.0	0.0	0.0
?b  1171  ?a   => ?a  522  ?b	0.862385321	0.824561404	0.895238095	94	114	105	?a	0.0	0.0	0.0
?b  526  ?a   => ?a  516  ?b	0.812274368	0.786713287	0.907258065	225	286	248	?b	0.0	0.0	0.0
?b  1108  ?a   => ?a  1090  ?b	0.81920904	0.816901408	0.95709571	290	355	303	?b	0.0	0.0	0.0
?b  516  ?a   => ?a  526  ?b	0.786713287	0.812274368	0.929752066	225	277	242	?a	0.0	0.0	0.0
?b  1276  ?a   => ?a  514  ?b	0.865671642	0.822695035	0.834532374	232	282	278	?b	0.0	0.0	0.0
?b  585  ?a   => ?a  1099  ?b	0.888111888	0.841059603	0.888111888	127	151	143	?a	0.0	0.0	0.0
?b  1242  ?a   => ?a  1077  ?b	0.868421053	0.853448276	1	99	116	99	?b	0.0	0.0	0.0
?b  478  ?a   => ?a  1084  ?b	0.766055046	0.830845771	1	167	201	167	?b	0.0	0.0	0.0
?b  1107  ?a   => ?a  1106  ?b	0.834741784	0.820867959	0.867317073	1778	2166	2050	?a	0.0	0.0	0.0
?b  1250  ?a   => ?a  508  ?b	0.846441948	0.824817518	0.914979757	226	274	247	?b	0.0	0.0	0.0
?a  1279  ?b   => ?a  508  ?b	0.842696629	0.824175824	0.918367347	225	273	245	?b	0.0	0.0	0.0
?b  1057  ?a   => ?a  508  ?b	0.816479401	0.832061069	0.912133891	218	262	239	?b	0.0	0.0	0.0
?a  1275  ?b   => ?a  508  ?b	0.797752809	0.712374582	0.930131004	213	299	229	?b	0.0	0.0	0.0
?b  1261  ?a   => ?a  508  ?b	0.816479401	0.841698842	0.923728814	218	259	236	?b	0.0	0.0	0.0
?b  1262  ?a   => ?a  546  ?b	0.845559846	0.85546875	0.98206278	219	256	223	?a	0.0	0.0	0.0
?b  15  ?a   => ?a  1073  ?b	0.847736626	0.820717131	0.824	206	251	250	?b	0.0	0.0	0.0
?b  1074  ?a   => ?a  1074  ?b	0.845794393	0.845794393	0.845794393	362	428	428	?a	0.0	0.0	0.0
?b  1204  ?a   => ?a  1067  ?b	0.85915493	0.877697842	0.924242424	122	139	132	?a	0.0	0.0	0.0
?b  567  ?a   => ?a  1069  ?b	0.811403509	0.848623853	0.915841584	185	218	202	?a	0.0	0.0	0.0
?b  508  ?a   => ?a  1057  ?b	0.832061069	0.816479401	0.875502008	218	267	249	?a	0.0	0.0	0.0
?b  1279  ?a   => ?a  1057  ?b	0.851145038	0.816849817	0.884920635	223	273	252	?a	0.0	0.0	0.0
?b  1280  ?a   => ?a  1057  ?b	0.824427481	0.812030075	0.888888889	216	266	243	?a	0.0	0.0	0.0
?a  1310  ?b   => ?a  1057  ?b	0.847328244	0.702531646	0.877470356	222	316	253	?a	0.0	0.0	0.0
?a  1250  ?b   => ?a  1057  ?b	0.835877863	0.799270073	0.87250996	219	274	251	?a	0.0	0.0	0.0
?a  1261  ?b   => ?a  1057  ?b	0.809160305	0.818532819	0.883333333	212	259	240	?a	0.0	0.0	0.0
?b  1275  ?a   => ?a  1057  ?b	0.782442748	0.685618729	0.88362069	205	299	232	?a	0.0	0.0	0.0
?b  1310  ?a   => ?a  508  ?b	0.850187266	0.71835443	0.91902834	227	316	247	?b	0.0	0.0	0.0
?b  1137  ?a   => ?a  1306  ?b	0.8307393	0.8307393	0.893305439	854	1028	956	?a	0.0	0.0	0.0
?b  1140  ?a   => ?a  502  ?b	0.797297297	0.813793103	0.870848708	472	580	542	?b	0.0	0.0	0.0
?a  1280  ?b   => ?a  508  ?b	0.820224719	0.823308271	0.916317992	219	266	239	?b	0.0	0.0	0.0
?b  1139  ?a   => ?a  31  ?b	0.816933638	0.80952381	0.828306265	714	882	862	?b	0.0	0.0	0.0
?b  1233  ?a   => ?a  1087  ?b	0.802317655	0.827707454	0.948428687	1177	1422	1241	?b	0.0	0.0	0.0
?b  1195  ?a   => ?a  21  ?b	0.846473029	0.801571709	0.942263279	408	509	433	?b	0.0	0.0	0.0
?b  1245  ?a   => ?a  1051  ?b	0.837355719	0.824380165	0.927906977	798	968	860	?a	0.0	0.0	0.0
?b  1073  ?a   => ?a  15  ?b	0.820717131	0.847736626	0.847736626	206	243	243	?a	0.0	0.0	0.0
?b  1169  ?a   => ?a  29  ?b	0.838082001	0.812668464	0.825462012	1206	1484	1461	?a	0.0	0.0	0.0
?b  1308  ?a   => ?a  13  ?b	0.841246291	0.856495468	0.945	567	662	600	?a	0.0	0.0	0.0
?b  1177  ?a   => ?a  1001  ?b	0.816793893	0.775362319	0.906779661	107	138	118	?b	0.0	0.0	0.0
?b  1121  ?a   => ?a  1299  ?b	0.836363636	0.851851852	0.989247312	92	108	93	?b	0.0	0.0	0.0
?b  1111  ?a   => ?a  1295  ?b	0.829493088	0.814479638	0.882352941	180	221	204	?b	0.0	0.0	0.0
?b  542  ?a   => ?a  1298  ?b	0.848797251	0.762345679	0.939163498	247	324	263	?b	0.0	0.0	0.0
?b  1229  ?a   => ?a  23  ?b	0.823325062	0.817241379	0.869952805	1659	2030	1907	?a	0.0	0.0	0.0
?b  1135  ?a   => ?a  1293  ?b	0.767932489	0.801762115	1	182	227	182	?b	0.0	0.0	0.0
?b  1249  ?a   => ?a  1294  ?b	0.842105263	0.8252149	0.989690722	288	349	291	?a	0.0	0.0	0.0
?b  574  ?a   => ?a  1288  ?b	0.867924528	0.816568047	0.965034965	138	169	143	?b	0.0	0.0	0.0
?b  1103  ?a   => ?a  1291  ?b	0.825831703	0.821011673	0.905579399	422	514	466	?b	0.0	0.0	0.0
?b  999  ?a   => ?a  1290  ?b	0.837638376	0.879844961	0.930327869	227	258	244	?b	0.0	0.0	0.0
?b  1193  ?a   => ?a  1284  ?b	0.82320442	0.801075269	0.949044586	149	186	157	?b	0.0	0.0	0.0
?b  1185  ?a   => ?a  1283  ?b	0.8	0.846153846	0.846153846	132	156	156	?b	0.0	0.0	0.0
?b  1250  ?a   => ?a  1280  ?b	0.857142857	0.832116788	0.908366534	228	274	251	?b	0.0	0.0	0.0
?b  1310  ?a   => ?a  1280  ?b	0.830827068	0.699367089	0.891129032	221	316	248	?b	0.0	0.0	0.0
?a  1279  ?b   => ?a  1280  ?b	0.864661654	0.842490842	0.909090909	230	273	253	?b	0.0	0.0	0.0
?b  1057  ?a   => ?a  1280  ?b	0.812030075	0.824427481	0.9	216	262	240	?b	0.0	0.0	0.0
?b  1261  ?a   => ?a  1280  ?b	0.812030075	0.833976834	0.907563025	216	259	238	?b	0.0	0.0	0.0
?a  508  ?b   => ?a  1280  ?b	0.823308271	0.820224719	0.890243902	219	267	246	?b	0.0	0.0	0.0
?a  1275  ?b   => ?a  1280  ?b	0.781954887	0.695652174	0.908296943	208	299	229	?b	0.0	0.0	0.0
?b  1310  ?a   => ?a  1279  ?b	0.846153846	0.731012658	0.905882353	231	316	255	?b	0.0	0.0	0.0
?b  1250  ?a   => ?a  1279  ?b	0.831501832	0.828467153	0.88671875	227	274	256	?b	0.0	0.0	0.0
?a  1280  ?b   => ?a  1279  ?b	0.842490842	0.864661654	0.916334661	230	266	251	?b	0.0	0.0	0.0
?b  1057  ?a   => ?a  1279  ?b	0.816849817	0.851145038	0.910204082	223	262	245	?b	0.0	0.0	0.0
?a  508  ?b   => ?a  1279  ?b	0.824175824	0.842696629	0.896414343	225	267	251	?b	0.0	0.0	0.0
?b  1261  ?a   => ?a  1279  ?b	0.813186813	0.857142857	0.906122449	222	259	245	?b	0.0	0.0	0.0
?a  1275  ?b   => ?a  1279  ?b	0.791208791	0.722408027	0.915254237	216	299	236	?b	0.0	0.0	0.0
?b  1285  ?a   => ?a  1285  ?b	0.806682578	0.806682578	0.864450128	338	419	391	?a	0.0	0.0	0.0
?b  1270  ?a   => ?a  1081  ?b	0.836734694	0.836734694	0.968503937	246	294	254	?a	0.0	0.0	0.0
?b  514  ?a   => ?a  1276  ?b	0.822695035	0.865671642	0.885496183	232	268	262	?a	0.0	0.0	0.0
?b  1131  ?a   => ?a  1271  ?b	0.805194805	0.837837838	0.837837838	186	222	222	?b	0.0	0.0	0.0
?b  25  ?a   => ?a  17  ?b	0.828819353	0.826428946	0.84143086	3152	3814	3746	?a	0.0	0.0	0.0
?b  1310  ?a   => ?a  1275  ?b	0.842809365	0.797468354	0.881118881	252	316	286	?b	0.0	0.0	0.0
?b  1250  ?a   => ?a  1275  ?b	0.722408027	0.788321168	0.874493927	216	274	247	?b	0.0	0.0	0.0
?b  1057  ?a   => ?a  1275  ?b	0.685618729	0.782442748	0.868644068	205	262	236	?b	0.0	0.0	0.0
?b  1261  ?a   => ?a  1275  ?b	0.672240803	0.776061776	0.86637931	201	259	232	?b	0.0	0.0	0.0
?a  1279  ?b   => ?a  1275  ?b	0.722408027	0.791208791	0.881632653	216	273	245	?b	0.0	0.0	0.0
?a  508  ?b   => ?a  1275  ?b	0.712374582	0.797752809	0.880165289	213	267	242	?b	0.0	0.0	0.0
?a  1280  ?b   => ?a  1275  ?b	0.695652174	0.781954887	0.877637131	208	266	237	?b	0.0	0.0	0.0
?b  17  ?a   => ?a  25  ?b	0.826428946	0.828819353	0.847539661	3152	3803	3719	?b	0.0	0.0	0.0
?b  1246  ?a   => ?a  1273  ?b	0.805940594	0.820564516	0.937788018	407	496	434	?b	0.0	0.0	0.0
?b  550  ?a   => ?a  490  ?b	0.820512821	0.8	0.868217054	224	280	258	?b	0.0	0.0	0.0
?b  1138  ?a   => ?a  1268  ?b	0.841269841	0.846645367	0.89527027	265	313	296	?a	0.0	0.0	0.0
?b  993  ?a   => ?a  492  ?b	0.821782178	0.83	0.991044776	332	400	335	?a	0.0	0.0	0.0
?b  546  ?a   => ?a  1262  ?b	0.85546875	0.845559846	0.964757709	219	259	227	?b	0.0	0.0	0.0
?b  1081  ?a   => ?a  1270  ?b	0.836734694	0.836734694	0.957198444	246	294	257	?b	0.0	0.0	0.0
?b  1279  ?a   => ?a  1261  ?b	0.857142857	0.813186813	0.874015748	222	273	254	?a	0.0	0.0	0.0
?b  508  ?a   => ?a  1261  ?b	0.841698842	0.816479401	0.868525896	218	267	251	?a	0.0	0.0	0.0
?b  1280  ?a   => ?a  1261  ?b	0.833976834	0.812030075	0.881632653	216	266	245	?a	0.0	0.0	0.0
?a  1310  ?b   => ?a  1261  ?b	0.853281853	0.699367089	0.873517787	221	316	253	?a	0.0	0.0	0.0
?a  1057  ?b   => ?a  1261  ?b	0.818532819	0.809160305	0.868852459	212	262	244	?a	0.0	0.0	0.0
?a  1250  ?b   => ?a  1261  ?b	0.841698842	0.795620438	0.868525896	218	274	251	?a	0.0	0.0	0.0
?b  1275  ?a   => ?a  1261  ?b	0.776061776	0.672240803	0.858974359	201	299	234	?a	0.0	0.0	0.0
?b  1179  ?a   => ?a  1257  ?b	0.81372549	0.768518519	0.912087912	83	108	91	?a	0.0	0.0	0.0
?b  1187  ?a   => ?a  1267  ?b	0.845671267	0.82902829	0.860791826	674	813	783	?a	0.0	0.0	0.0
?b  465  ?a   => ?a  1254  ?b	0.892857143	0.786163522	0.925925926	125	159	135	?a	0.0	0.0	0.0
?b  1251  ?a   => ?a  1251  ?b	0.817142857	0.817142857	0.817142857	286	350	350	?a	0.0	0.0	0.0
?b  1084  ?a   => ?a  478  ?b	0.830845771	0.766055046	1	167	218	167	?a	0.0	0.0	0.0
?b  1194  ?a   => ?a  474  ?b	0.830578512	0.826027397	0.933436533	603	730	646	?b	0.0	0.0	0.0
?b  1054  ?a   => ?a  1054  ?b	0.818345324	0.818345324	0.842592593	910	1112	1080	?b	0.0	0.0	0.0
?b  1280  ?a   => ?a  1250  ?b	0.832116788	0.857142857	0.923076923	228	266	247	?a	0.0	0.0	0.0
?b  1279  ?a   => ?a  1250  ?b	0.828467153	0.831501832	0.897233202	227	273	253	?a	0.0	0.0	0.0
?b  508  ?a   => ?a  1250  ?b	0.824817518	0.846441948	0.907630522	226	267	249	?a	0.0	0.0	0.0
?b  1275  ?a   => ?a  1250  ?b	0.788321168	0.722408027	0.927038627	216	299	233	?a	0.0	0.0	0.0
?a  1310  ?b   => ?a  1250  ?b	0.868613139	0.753164557	0.9296875	238	316	256	?a	0.0	0.0	0.0
?a  1261  ?b   => ?a  1250  ?b	0.795620438	0.841698842	0.912133891	218	259	239	?a	0.0	0.0	0.0
?a  1057  ?b   => ?a  1250  ?b	0.799270073	0.835877863	0.901234568	219	262	243	?a	0.0	0.0	0.0
?b  1294  ?a   => ?a  1249  ?b	0.8252149	0.842105263	0.98630137	288	342	292	?b	0.0	0.0	0.0
?b  1272  ?a   => ?a  1272  ?b	0.823908375	0.823908375	0.838310269	2302	2794	2746	?a	0.0	0.0	0.0
?b  1273  ?a   => ?a  1246  ?b	0.820564516	0.805940594	0.935632184	407	505	435	?a	0.0	0.0	0.0
?b  1198  ?a   => ?a  1243  ?b	0.807560137	0.830388693	0.963114754	235	283	244	?b	0.0	0.0	0.0
?b  1077  ?a   => ?a  1242  ?b	0.853448276	0.868421053	1	99	114	99	?a	0.0	0.0	0.0
?b  954  ?a   => ?a  463  ?b	0.8	0.875	0.913043478	84	96	92	?b	0.0	0.0	0.0
?b  1254  ?a   => ?a  465  ?b	0.786163522	0.892857143	0.9765625	125	140	128	?b	0.0	0.0	0.0
?b  1160  ?a   => ?a  1239  ?b	0.836538462	0.769911504	0.776785714	87	113	112	?b	0.0	0.0	0.0
?b  1125  ?a   => ?a  486  ?b	0.8	0.775193798	0.930232558	200	258	215	?a	0.0	0.0	0.0
?b  1051  ?a   => ?a  1245  ?b	0.824380165	0.837355719	0.927906977	798	953	860	?b	0.0	0.0	0.0
?b  1247  ?a   => ?a  1248  ?b	0.816491512	0.830592105	0.895390071	1010	1216	1128	?b	0.0	0.0	0.0
?b  1219  ?a   => ?a  1266  ?b	0.831168831	0.837696335	0.946745562	320	382	338	?b	0.0	0.0	0.0
?b  1248  ?a   => ?a  1247  ?b	0.830592105	0.816491512	0.879025239	1010	1237	1149	?a	0.0	0.0	0.0
?b  471  ?a   => ?a  471  ?b	0.764705882	0.764705882	0.955882353	130	170	136	?b	0.0	0.0	0.0
?b  1224  ?a   => ?a  1218  ?b	0.820512821	0.780487805	0.95049505	96	123	101	?a	0.0	0.0	0.0
?b  593  ?a   => ?a  444  ?b	0.808988764	0.818181818	0.929032258	144	176	155	?b	0.0	0.0	0.0
?b  368  ?a   => ?a  1205  ?b	0.765151515	0.834710744	0.855932203	101	121	118	?b	0.0	0.0	0.0
?b  569  ?a   => ?a  1210  ?b	0.786163522	0.801282051	0.811688312	125	156	154	?b	0.0	0.0	0.0
?b  1266  ?a   => ?a  1219  ?b	0.837696335	0.831168831	0.949554896	320	385	337	?a	0.0	0.0	0.0
?b  1087  ?a   => ?a  1233  ?b	0.827707454	0.802317655	0.940847322	1177	1467	1251	?a	0.0	0.0	0.0
?b  1129  ?a   => ?a  1215  ?b	0.743243243	0.820895522	0.948275862	110	134	116	?b	0.0	0.0	0.0
?b  1067  ?a   => ?a  1204  ?b	0.877697842	0.85915493	0.903703704	122	142	135	?b	0.0	0.0	0.0
?b  1290  ?a   => ?a  999  ?b	0.879844961	0.837638376	0.90438247	227	271	251	?a	0.0	0.0	0.0
?b  1307  ?a   => ?a  429  ?b	0.817391304	0.831858407	0.984293194	188	226	191	?a	0.0	0.0	0.0
?b  1218  ?a   => ?a  1224  ?b	0.780487805	0.820512821	0.96969697	96	117	99	?b	0.0	0.0	0.0
?b  446  ?a   => ?a  981  ?b	0.878378378	0.849673203	1	130	153	130	?a	0.0	0.0	0.0
?b  492  ?a   => ?a  993  ?b	0.83	0.821782178	0.991044776	332	404	335	?b	0.0	0.0	0.0
?b  1174  ?a   => ?a  19  ?b	0.808151093	0.814629259	0.906354515	813	998	897	?a	0.0	0.0	0.0
?b  981  ?a   => ?a  446  ?b	0.849673203	0.878378378	1	130	148	130	?b	0.0	0.0	0.0
?a  1147  ?f  ?b  1243  ?f   => ?a  1198  ?b	0.554770318	0.805128205	0.97515528	157	195	161	?a	0.0	0.0	0.0
?f  1198  ?b  ?a  1202  ?f   => ?a  1198  ?b	0.685512367	1	1	194	194	194	?a	0.0	0.0	0.0
?a  1202  ?f  ?b  1243  ?f   => ?a  1198  ?b	0.568904594	0.834196891	0.969879518	161	193	166	?a	0.0	0.0	0.0
?e  1202  ?a  ?b  1243  ?e   => ?a  1198  ?b	0.568904594	0.834196891	0.969879518	161	193	166	?a	0.0	0.0	0.0
?e  1198  ?b  ?e  1202  ?a   => ?a  1198  ?b	0.685512367	1	1	194	194	194	?a	0.0	0.0	0.0
?e  1147  ?a  ?b  1243  ?e   => ?a  1198  ?b	0.554770318	0.805128205	0.97515528	157	195	161	?a	0.0	0.0	0.0
?e  1147  ?a  ?e  1198  ?b   => ?a  1198  ?b	0.664310954	1	1	188	188	188	?a	0.0	0.0	0.0
?a  1147  ?f  ?f  1198  ?b   => ?a  1198  ?b	0.664310954	1	1	188	188	188	?a	0.0	0.0	0.0
?b  1202  ?a   => ?a  1202  ?b	1	1	1	426	426	426	?a	0.0	0.0	0.0
?b  1147  ?a   => ?a  1202  ?b	0.814553991	0.808857809	1	347	429	347	?a	0.0	0.0	0.0
?a  1147  ?b   => ?a  1202  ?b	0.814553991	0.808857809	1	347	429	347	?a	0.0	0.0	0.0
?b  23  ?a   => ?a  1229  ?b	0.817241379	0.823325062	0.867224255	1659	2015	1913	?b	0.0	0.0	0.0
?b  1106  ?a  ?b  19  ?a   => ?a  1174  ?b	0.613226453	0.805263158	0.901325479	612	760	679	?b	0.0	0.0	0.0
?b  1147  ?f  ?f  1202  ?a   => ?a  1147  ?b	0.808857809	1	1	347	347	347	?a	0.0	0.0	0.0
?b  1147  ?f  ?a  1202  ?f   => ?a  1147  ?b	0.808857809	1	1	347	347	347	?a	0.0	0.0	0.0
?a  1147  ?f  ?b  1147  ?f   => ?a  1147  ?b	1	1	1	429	429	429	?a	0.0	0.0	0.0
?f  1147  ?a  ?b  1147  ?f   => ?a  1147  ?b	1	1	1	429	429	429	?a	0.0	0.0	0.0
?f  1202  ?a  ?b  1202  ?f   => ?a  1147  ?b	0.808857809	0.814553991	1	347	426	347	?a	0.0	0.0	0.0
