	rule	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10
101	?b 1135 ?a => ?a 1293 ?b 	0.767932489	0.801762115	1.0	182.0	227.0	182.0	?b	0.0	0.0	0.0
79	?b 1242 ?a => ?a 1077 ?b 	0.868421053	0.853448276	1.0	99.0	116.0	99.0	?b	0.0	0.0	0.0
200	?e 1147 ?b ?a 1202 ?e => ?a 1147 ?b 	0.808857809	1.0	1.0	347.0	347.0	347.0	?a	0.0	0.0	0.0
202	?f 1135 ?b ?a 1141 ?f => ?a 1135 ?b 	0.832599119	1.0	1.0	189.0	189.0	189.0	?a	0.0	0.0	0.0
62	?b 1152 ?a => ?a 1304 ?b 	0.840206186	0.871657754	1.0	163.0	187.0	163.0	?b	0.0	0.0	0.0
216	?f 1147 ?b ?a 1202 ?f => ?a 1202 ?b 	0.814553991	1.0	1.0	347.0	347.0	347.0	?a	0.0	0.0	0.0
227	?e 1147 ?a ?e 1202 ?b => ?a 1202 ?b 	0.814553991	1.0	1.0	347.0	347.0	347.0	?a	0.0	0.0	0.0
226	?e 1202 ?a ?e 1202 ?b => ?a 1202 ?b 	1.0	1.0	1.0	426.0	426.0	426.0	?a	0.0	0.0	0.0
225	?e 1147 ?a ?e 1147 ?b => ?a 1202 ?b 	0.814553991	0.808857809	1.0	347.0	429.0	347.0	?a	0.0	0.0	0.0
224	?e 1147 ?b ?e 1202 ?a => ?a 1202 ?b 	0.814553991	1.0	1.0	347.0	347.0	347.0	?a	0.0	0.0	0.0
223	?a 1147 ?f ?b 1147 ?f => ?a 1202 ?b 	0.814553991	0.808857809	1.0	347.0	429.0	347.0	?a	0.0	0.0	0.0
222	?a 1147 ?f ?f 1202 ?b => ?a 1202 ?b 	0.814553991	1.0	1.0	347.0	347.0	347.0	?a	0.0	0.0	0.0
221	?f 1147 ?a ?b 1147 ?f => ?a 1202 ?b 	0.814553991	0.808857809	1.0	347.0	429.0	347.0	?a	0.0	0.0	0.0
220	?b 1147 ?f ?a 1202 ?f => ?a 1202 ?b 	0.814553991	1.0	1.0	347.0	347.0	347.0	?a	0.0	0.0	0.0
219	?f 1202 ?b ?a 1202 ?f => ?a 1202 ?b 	1.0	1.0	1.0	426.0	426.0	426.0	?a	0.0	0.0	0.0
218	?f 1141 ?b ?a 1293 ?f => ?a 1293 ?b 	0.818565401	1.0	1.0	194.0	194.0	194.0	?b	0.0	0.0	0.0
217	?e 1202 ?a ?e 1202 ?b => ?a 1147 ?b 	0.808857809	0.814553991	1.0	347.0	426.0	347.0	?a	0.0	0.0	0.0
215	?a 1147 ?f ?b 1202 ?f => ?a 1202 ?b 	0.814553991	1.0	1.0	347.0	347.0	347.0	?a	0.0	0.0	0.0
203	?e 1135 ?b ?e 1141 ?a => ?a 1135 ?b 	0.832599119	1.0	1.0	189.0	189.0	189.0	?a	0.0	0.0	0.0
214	?a 1202 ?f ?b 1202 ?f => ?a 1202 ?b 	1.0	1.0	1.0	426.0	426.0	426.0	?a	0.0	0.0	0.0
213	?f 1147 ?a ?b 1202 ?f => ?a 1202 ?b 	0.814553991	1.0	1.0	347.0	347.0	347.0	?a	0.0	0.0	0.0
212	?f 1202 ?a ?b 1202 ?f => ?a 1202 ?b 	1.0	1.0	1.0	426.0	426.0	426.0	?a	0.0	0.0	0.0
211	?e 1141 ?a ?e 459 ?b => ?a 459 ?b 	0.751824818	1.0	1.0	103.0	103.0	103.0	?a	0.0	0.0	0.0
210	?a 1141 ?f ?f 459 ?b => ?a 459 ?b 	0.751824818	1.0	1.0	103.0	103.0	103.0	?a	0.0	0.0	0.0
209	?e 1202 ?b ?a 1202 ?e => ?a 1147 ?b 	0.808857809	0.814553991	1.0	347.0	426.0	347.0	?a	0.0	0.0	0.0
208	?b 1141 ?f ?a 1293 ?f => ?a 1293 ?b 	0.818565401	1.0	1.0	194.0	194.0	194.0	?b	0.0	0.0	0.0
207	?e 1147 ?b ?a 563 ?e => ?a 563 ?b 	0.791666667	1.0	1.0	152.0	152.0	152.0	?b	0.0	0.0	0.0
206	?b 1147 ?f ?a 563 ?f => ?a 563 ?b 	0.791666667	1.0	1.0	152.0	152.0	152.0	?b	0.0	0.0	0.0
205	?e 1147 ?a ?e 1202 ?b => ?a 1147 ?b 	0.808857809	1.0	1.0	347.0	347.0	347.0	?a	0.0	0.0	0.0
204	?f 1147 ?b ?a 1147 ?f => ?a 1147 ?b 	1.0	1.0	1.0	429.0	429.0	429.0	?a	0.0	0.0	0.0
77	?b 478 ?a => ?a 1084 ?b 	0.766055046	0.830845771	1.0	167.0	201.0	167.0	?b	0.0	0.0	0.0
228	?f 1147 ?b ?a 1147 ?f => ?a 1202 ?b 	0.814553991	0.808857809	1.0	347.0	429.0	347.0	?a	0.0	0.0	0.0
18	?b 1304 ?a => ?a 1152 ?b 	0.871657754	0.840206186	1.0	163.0	194.0	163.0	?a	0.0	0.0	0.0
19	?b 1141 ?a => ?a 1141 ?b 	1.0	1.0	1.0	399.0	399.0	399.0	?a	0.0	0.0	0.0
20	?b 1147 ?a => ?a 1147 ?b 	1.0	1.0	1.0	429.0	429.0	429.0	?a	0.0	0.0	0.0
51	?b 1189 ?a => ?a 559 ?b 	0.8	0.780487805	1.0	96.0	123.0	96.0	?a	0.0	0.0	0.0
21	?b 1202 ?a => ?a 1147 ?b 	0.808857809	0.814553991	1.0	347.0	426.0	347.0	?a	0.0	0.0	0.0
22	?a 1202 ?b => ?a 1147 ?b 	0.808857809	0.814553991	1.0	347.0	426.0	347.0	?a	0.0	0.0	0.0
23	?b 1113 ?a => ?a 1165 ?b 	0.813074566	0.824016563	1.0	796.0	966.0	796.0	?a	0.0	0.0	0.0
28	?b 1293 ?a => ?a 1135 ?b 	0.801762115	0.767932489	1.0	182.0	237.0	182.0	?a	0.0	0.0	0.0
38	?b 1165 ?a => ?a 1113 ?b 	0.824016563	0.813074566	1.0	796.0	979.0	796.0	?b	0.0	0.0	0.0
58	?b 429 ?a => ?a 1307 ?b 	0.831858407	0.817391304	0.994708995	188.0	230.0	189.0	?b	0.0	0.0	0.0
151	?b 993 ?a => ?a 492 ?b 	0.821782178	0.83	0.991044776	332.0	400.0	335.0	?a	0.0	0.0	0.0
174	?b 492 ?a => ?a 993 ?b 	0.83	0.821782178	0.991044776	332.0	404.0	335.0	?b	0.0	0.0	0.0
179	?b 1249 ?a => ?a 1294 ?b 	0.842105263	0.8252149	0.989690722	288.0	349.0	291.0	?a	0.0	0.0	0.0
97	?b 1121 ?a => ?a 1299 ?b 	0.836363636	0.851851852	0.989247312	92.0	108.0	93.0	?b	0.0	0.0	0.0
32	?b 1299 ?a => ?a 1121 ?b 	0.851851852	0.836363636	0.989247312	92.0	110.0	93.0	?a	0.0	0.0	0.0
149	?b 1294 ?a => ?a 1249 ?b 	0.8252149	0.842105263	0.98630137	288.0	342.0	292.0	?b	0.0	0.0	0.0
171	?b 1307 ?a => ?a 429 ?b 	0.817391304	0.831858407	0.984293194	188.0	226.0	191.0	?a	0.0	0.0	0.0
54	?b 1262 ?a => ?a 546 ?b 	0.845559846	0.85546875	0.98206278	219.0	256.0	223.0	?a	0.0	0.0	0.0
45	?b 1288 ?a => ?a 574 ?b 	0.816568047	0.867924528	0.978723404	138.0	159.0	141.0	?a	0.0	0.0	0.0
155	?b 1254 ?a => ?a 465 ?b 	0.786163522	0.892857143	0.9765625	125.0	140.0	128.0	?b	0.0	0.0	0.0
164	?b 1218 ?a => ?a 1224 ?b 	0.780487805	0.820512821	0.96969697	96.0	117.0	99.0	?b	0.0	0.0	0.0
80	?b 1270 ?a => ?a 1081 ?b 	0.836734694	0.836734694	0.968503937	246.0	294.0	254.0	?a	0.0	0.0	0.0
69	?b 1300 ?a => ?a 1305 ?b 	0.82967033	0.883040936	0.967948718	151.0	171.0	156.0	?a	0.0	0.0	0.0
37	?b 1090 ?a => ?a 1108 ?b 	0.816901408	0.81920904	0.966666667	290.0	354.0	300.0	?a	0.0	0.0	0.0
105	?b 574 ?a => ?a 1288 ?b 	0.867924528	0.816568047	0.965034965	138.0	169.0	143.0	?b	0.0	0.0	0.0
131	?b 546 ?a => ?a 1262 ?b 	0.85546875	0.845559846	0.964757709	219.0	259.0	227.0	?b	0.0	0.0	0.0
161	?b 1198 ?a => ?a 1243 ?b 	0.807560137	0.830388693	0.963114754	235.0	283.0	244.0	?b	0.0	0.0	0.0
121	?b 1081 ?a => ?a 1270 ?b 	0.836734694	0.836734694	0.957198444	246.0	294.0	257.0	?b	0.0	0.0	0.0
70	?b 1108 ?a => ?a 1090 ?b 	0.81920904	0.816901408	0.95709571	290.0	355.0	303.0	?b	0.0	0.0	0.0
148	?b 471 ?a => ?a 471 ?b 	0.764705882	0.764705882	0.955882353	130.0	170.0	136.0	?b	0.0	0.0	0.0
30	?b 1128 ?a => ?a 1128 ?b 	0.838709677	0.838709677	0.95412844	104.0	124.0	109.0	?a	0.0	0.0	0.0
3	?b 1243 ?a => ?a 1198 ?b 	0.830388693	0.807560137	0.951417004	235.0	291.0	247.0	?a	0.0	0.0	0.0
6	?b 21 ?a => ?a 1195 ?b 	0.801571709	0.846473029	0.951048951	408.0	482.0	429.0	?a	0.0	0.0	0.0
166	?b 1224 ?a => ?a 1218 ?b 	0.820512821	0.780487805	0.95049505	96.0	123.0	101.0	?a	0.0	0.0	0.0
178	?b 1266 ?a => ?a 1219 ?b 	0.837696335	0.831168831	0.949554896	320.0	385.0	337.0	?a	0.0	0.0	0.0
107	?b 1193 ?a => ?a 1284 ?b 	0.82320442	0.801075269	0.949044586	149.0	186.0	157.0	?b	0.0	0.0	0.0
92	?b 1233 ?a => ?a 1087 ?b 	0.802317655	0.827707454	0.948428687	1177.0	1422.0	1241.0	?b	0.0	0.0	0.0
153	?b 1219 ?a => ?a 1266 ?b 	0.831168831	0.837696335	0.946745562	320.0	382.0	338.0	?b	0.0	0.0	0.0
55	?b 1298 ?a => ?a 542 ?b 	0.762345679	0.848797251	0.946360153	247.0	291.0	261.0	?a	0.0	0.0	0.0
14	?b 1110 ?a => ?a 1168 ?b 	0.818007663	0.816443595	0.945736434	854.0	1046.0	903.0	?b	0.0	0.0	0.0
104	?b 1308 ?a => ?a 13 ?b 	0.841246291	0.856495468	0.945	567.0	662.0	600.0	?a	0.0	0.0	0.0
63	?b 1305 ?a => ?a 1300 ?b 	0.883040936	0.82967033	0.94375	151.0	182.0	160.0	?b	0.0	0.0	0.0
94	?b 1195 ?a => ?a 21 ?b 	0.846473029	0.801571709	0.942263279	408.0	509.0	433.0	?b	0.0	0.0	0.0
176	?b 1087 ?a => ?a 1233 ?b 	0.827707454	0.802317655	0.940847322	1177.0	1467.0	1251.0	?a	0.0	0.0	0.0
53	?b 1168 ?a => ?a 1110 ?b 	0.816443595	0.818007663	0.939493949	854.0	1044.0	909.0	?a	0.0	0.0	0.0
99	?b 542 ?a => ?a 1298 ?b 	0.848797251	0.762345679	0.939163498	247.0	324.0	263.0	?b	0.0	0.0	0.0
132	?b 1246 ?a => ?a 1273 ?b 	0.805940594	0.820564516	0.937788018	407.0	496.0	434.0	?b	0.0	0.0	0.0
162	?b 1273 ?a => ?a 1246 ?b 	0.820564516	0.805940594	0.935632184	407.0	505.0	435.0	?a	0.0	0.0	0.0
43	?b 486 ?a => ?a 1125 ?b 	0.775193798	0.8	0.934579439	200.0	250.0	214.0	?b	0.0	0.0	0.0
150	?b 1194 ?a => ?a 474 ?b 	0.830578512	0.826027397	0.933436533	603.0	730.0	646.0	?b	0.0	0.0	0.0
10	?b 1284 ?a => ?a 1193 ?b 	0.801075269	0.82320442	0.93125	149.0	181.0	160.0	?a	0.0	0.0	0.0
65	?b 13 ?a => ?a 1308 ?b 	0.856495468	0.841246291	0.931034483	567.0	674.0	609.0	?b	0.0	0.0	0.0
2	?b 1001 ?a => ?a 1177 ?b 	0.775362319	0.816793893	0.930434783	107.0	131.0	115.0	?a	0.0	0.0	0.0
103	?b 999 ?a => ?a 1290 ?b 	0.837638376	0.879844961	0.930327869	227.0	258.0	244.0	?b	0.0	0.0	0.0
139	?b 1125 ?a => ?a 486 ?b 	0.8	0.775193798	0.930232558	200.0	258.0	215.0	?a	0.0	0.0	0.0
67	?b 516 ?a => ?a 526 ?b 	0.786713287	0.812274368	0.929752066	225.0	277.0	242.0	?a	0.0	0.0	0.0
145	?a 1310 ?b => ?a 1250 ?b 	0.868613139	0.753164557	0.9296875	238.0	316.0	256.0	?a	0.0	0.0	0.0
60	?a 1250 ?b => ?a 1310 ?b 	0.753164557	0.868613139	0.9296875	238.0	274.0	256.0	?a	0.0	0.0	0.0
167	?b 593 ?a => ?a 444 ?b 	0.808988764	0.818181818	0.929032258	144.0	176.0	155.0	?b	0.0	0.0	0.0
111	?b 1245 ?a => ?a 1051 ?b 	0.837355719	0.824380165	0.927906977	798.0	968.0	860.0	?a	0.0	0.0	0.0
157	?b 1051 ?a => ?a 1245 ?b 	0.824380165	0.837355719	0.927906977	798.0	953.0	860.0	?b	0.0	0.0	0.0
140	?b 465 ?a => ?a 1254 ?b 	0.892857143	0.786163522	0.925925926	125.0	159.0	135.0	?a	0.0	0.0	0.0
41	?b 1127 ?a => ?a 1114 ?b 	0.793103448	0.809045226	0.925287356	161.0	199.0	174.0	?b	0.0	0.0	0.0
49	?b 1069 ?a => ?a 567 ?b 	0.848623853	0.811403509	0.925	185.0	228.0	200.0	?b	0.0	0.0	0.0
83	?b 1204 ?a => ?a 1067 ?b 	0.85915493	0.877697842	0.924242424	122.0	139.0	132.0	?a	0.0	0.0	0.0
76	?b 1261 ?a => ?a 508 ?b 	0.816479401	0.841698842	0.923728814	218.0	259.0	236.0	?b	0.0	0.0	0.0
142	?b 1280 ?a => ?a 1250 ?b 	0.832116788	0.857142857	0.923076923	228.0	266.0	247.0	?a	0.0	0.0	0.0
7	?b 474 ?a => ?a 1194 ?b 	0.826027397	0.830578512	0.920610687	603.0	726.0	655.0	?a	0.0	0.0	0.0
29	?b 1114 ?a => ?a 1127 ?b 	0.809045226	0.793103448	0.92	161.0	203.0	175.0	?a	0.0	0.0	0.0
59	?b 1275 ?a => ?a 1310 ?b 	0.797468354	0.842809365	0.919708029	252.0	299.0	274.0	?a	0.0	0.0	0.0
73	?a 1279 ?b => ?a 508 ?b 	0.842696629	0.824175824	0.918367347	225.0	273.0	245.0	?b	0.0	0.0	0.0
116	?a 1280 ?b => ?a 1279 ?b 	0.842490842	0.864661654	0.916334661	230.0	266.0	251.0	?b	0.0	0.0	0.0
75	?a 1280 ?b => ?a 508 ?b 	0.820224719	0.823308271	0.916317992	219.0	266.0	239.0	?b	0.0	0.0	0.0
90	?b 567 ?a => ?a 1069 ?b 	0.811403509	0.848623853	0.915841584	185.0	218.0	202.0	?a	0.0	0.0	0.0
13	?b 538 ?a => ?a 1159 ?b 	0.816037736	0.843902439	0.915343915	173.0	205.0	189.0	?b	0.0	0.0	0.0
72	?b 1250 ?a => ?a 508 ?b 	0.846441948	0.824817518	0.914979757	226.0	274.0	247.0	?b	0.0	0.0	0.0
44	?b 1099 ?a => ?a 585 ?b 	0.841059603	0.888111888	0.913669065	127.0	143.0	139.0	?b	0.0	0.0	0.0
159	?b 954 ?a => ?a 463 ?b 	0.8	0.875	0.913043478	84.0	96.0	92.0	?b	0.0	0.0	0.0
147	?a 1261 ?b => ?a 1250 ?b 	0.795620438	0.841698842	0.912133891	218.0	259.0	239.0	?a	0.0	0.0	0.0
74	?b 1057 ?a => ?a 508 ?b 	0.816479401	0.832061069	0.912133891	218.0	262.0	239.0	?b	0.0	0.0	0.0
133	?b 1179 ?a => ?a 1257 ?b 	0.81372549	0.768518519	0.912087912	83.0	108.0	91.0	?a	0.0	0.0	0.0
42	?b 444 ?a => ?a 593 ?b 	0.818181818	0.808988764	0.911392405	144.0	178.0	158.0	?a	0.0	0.0	0.0
27	?b 1268 ?a => ?a 1138 ?b 	0.846645367	0.841269841	0.910652921	265.0	315.0	291.0	?b	0.0	0.0	0.0
112	?b 1057 ?a => ?a 1279 ?b 	0.816849817	0.851145038	0.910204082	223.0	262.0	245.0	?b	0.0	0.0	0.0
123	?a 1279 ?b => ?a 1280 ?b 	0.864661654	0.842490842	0.909090909	230.0	273.0	253.0	?b	0.0	0.0	0.0
128	?b 1250 ?a => ?a 1280 ?b 	0.857142857	0.832116788	0.908366534	228.0	274.0	251.0	?b	0.0	0.0	0.0
143	?b 508 ?a => ?a 1250 ?b 	0.824817518	0.846441948	0.907630522	226.0	267.0	249.0	?a	0.0	0.0	0.0
125	?b 1261 ?a => ?a 1280 ?b 	0.812030075	0.833976834	0.907563025	216.0	259.0	238.0	?b	0.0	0.0	0.0
68	?b 526 ?a => ?a 516 ?b 	0.812274368	0.786713287	0.907258065	225.0	286.0	248.0	?b	0.0	0.0	0.0
96	?b 1177 ?a => ?a 1001 ?b 	0.816793893	0.775362319	0.906779661	107.0	138.0	118.0	?b	0.0	0.0	0.0
100	?b 1174 ?a => ?a 19 ?b 	0.808151093	0.814629259	0.906354515	813.0	998.0	897.0	?a	0.0	0.0	0.0
114	?b 1261 ?a => ?a 1279 ?b 	0.813186813	0.857142857	0.906122449	222.0	259.0	245.0	?b	0.0	0.0	0.0
117	?b 1103 ?a => ?a 1291 ?b 	0.825831703	0.821011673	0.905579399	422.0	514.0	466.0	?b	0.0	0.0	0.0
172	?b 1290 ?a => ?a 999 ?b 	0.879844961	0.837638376	0.90438247	227.0	271.0	251.0	?a	0.0	0.0	0.0
170	?b 1067 ?a => ?a 1204 ?b 	0.877697842	0.85915493	0.903703704	122.0	142.0	135.0	?b	0.0	0.0	0.0
1	?b 1257 ?a => ?a 1179 ?b 	0.768518519	0.81372549	0.902173913	83.0	102.0	92.0	?b	0.0	0.0	0.0
146	?a 1057 ?b => ?a 1250 ?b 	0.799270073	0.835877863	0.901234568	219.0	262.0	243.0	?a	0.0	0.0	0.0
56	?b 1159 ?a => ?a 538 ?b 	0.843902439	0.816037736	0.901041667	173.0	212.0	192.0	?a	0.0	0.0	0.0
33	?b 578 ?a => ?a 1119 ?b 	0.802083333	0.832432432	0.900584795	154.0	185.0	171.0	?a	0.0	0.0	0.0
126	?b 1057 ?a => ?a 1280 ?b 	0.812030075	0.824427481	0.9	216.0	262.0	240.0	?b	0.0	0.0	0.0
31	?b 1123 ?a => ?a 1123 ?b 	0.849056604	0.849056604	0.9	90.0	106.0	100.0	?a	0.0	0.0	0.0
24	?b 19 ?a => ?a 1174 ?b 	0.814629259	0.808151093	0.898342541	813.0	1006.0	905.0	?b	0.0	0.0	0.0
144	?b 1279 ?a => ?a 1250 ?b 	0.828467153	0.831501832	0.897233202	227.0	273.0	253.0	?a	0.0	0.0	0.0
113	?a 508 ?b => ?a 1279 ?b 	0.824175824	0.842696629	0.896414343	225.0	267.0	251.0	?b	0.0	0.0	0.0
156	?b 1247 ?a => ?a 1248 ?b 	0.816491512	0.830592105	0.895390071	1010.0	1216.0	1128.0	?b	0.0	0.0	0.0
127	?b 1138 ?a => ?a 1268 ?b 	0.841269841	0.846645367	0.89527027	265.0	313.0	296.0	?a	0.0	0.0	0.0
64	?b 1171 ?a => ?a 522 ?b 	0.862385321	0.824561404	0.895238095	94.0	114.0	105.0	?a	0.0	0.0	0.0
78	?b 1137 ?a => ?a 1306 ?b 	0.8307393	0.8307393	0.893305439	854.0	1028.0	956.0	?a	0.0	0.0	0.0
34	?b 1306 ?a => ?a 1137 ?b 	0.8307393	0.8307393	0.893305439	854.0	1028.0	956.0	?b	0.0	0.0	0.0
50	?b 1291 ?a => ?a 1103 ?b 	0.821011673	0.825831703	0.890295359	422.0	511.0	474.0	?a	0.0	0.0	0.0
124	?a 508 ?b => ?a 1280 ?b 	0.823308271	0.820224719	0.890243902	219.0	267.0	246.0	?b	0.0	0.0	0.0
87	?b 1280 ?a => ?a 1057 ?b 	0.824427481	0.812030075	0.888888889	216.0	266.0	243.0	?a	0.0	0.0	0.0
66	?b 585 ?a => ?a 1099 ?b 	0.888111888	0.841059603	0.888111888	127.0	151.0	143.0	?a	0.0	0.0	0.0
5	?b 522 ?a => ?a 1171 ?b 	0.824561404	0.862385321	0.886792453	94.0	109.0	106.0	?b	0.0	0.0	0.0
109	?b 1250 ?a => ?a 1279 ?b 	0.831501832	0.828467153	0.88671875	227.0	274.0	256.0	?b	0.0	0.0	0.0
36	?b 1295 ?a => ?a 1111 ?b 	0.814479638	0.829493088	0.886699507	180.0	217.0	203.0	?a	0.0	0.0	0.0
115	?b 514 ?a => ?a 1276 ?b 	0.822695035	0.865671642	0.885496183	232.0	268.0	262.0	?a	0.0	0.0	0.0
17	?b 1199 ?a => ?a 1167 ?b 	0.840277778	0.829714286	0.885365854	726.0	875.0	820.0	?a	0.0	0.0	0.0
85	?b 1279 ?a => ?a 1057 ?b 	0.851145038	0.816849817	0.884920635	223.0	273.0	252.0	?a	0.0	0.0	0.0
89	?a 1261 ?b => ?a 1057 ?b 	0.809160305	0.818532819	0.883333333	212.0	259.0	240.0	?a	0.0	0.0	0.0
98	?b 1111 ?a => ?a 1295 ?b 	0.829493088	0.814479638	0.882352941	180.0	221.0	204.0	?b	0.0	0.0	0.0
136	?b 1280 ?a => ?a 1261 ?b 	0.833976834	0.812030075	0.881632653	216.0	266.0	245.0	?a	0.0	0.0	0.0
120	?b 1310 ?a => ?a 1275 ?b 	0.842809365	0.797468354	0.881118881	252.0	316.0	286.0	?b	0.0	0.0	0.0
9	?b 1167 ?a => ?a 1199 ?b 	0.829714286	0.840277778	0.881067961	726.0	864.0	824.0	?b	0.0	0.0	0.0
48	?b 1119 ?a => ?a 578 ?b 	0.832432432	0.802083333	0.88	154.0	192.0	175.0	?b	0.0	0.0	0.0
158	?b 1248 ?a => ?a 1247 ?b 	0.830592105	0.816491512	0.879025239	1010.0	1237.0	1149.0	?a	0.0	0.0	0.0
8	?b 1267 ?a => ?a 1187 ?b 	0.82902829	0.845671267	0.87874837	674.0	797.0	767.0	?b	0.0	0.0	0.0
61	?b 1106 ?a => ?a 1107 ?b 	0.820867959	0.834741784	0.876293741	1778.0	2130.0	2029.0	?b	0.0	0.0	0.0
86	?b 508 ?a => ?a 1057 ?b 	0.832061069	0.816479401	0.875502008	218.0	267.0	249.0	?a	0.0	0.0	0.0
39	?b 1104 ?a => ?a 1104 ?b 	0.840466926	0.840466926	0.874493927	216.0	257.0	247.0	?a	0.0	0.0	0.0
134	?b 1279 ?a => ?a 1261 ?b 	0.857142857	0.813186813	0.874015748	222.0	273.0	254.0	?a	0.0	0.0	0.0
88	?a 1250 ?b => ?a 1057 ?b 	0.835877863	0.799270073	0.87250996	219.0	274.0	251.0	?a	0.0	0.0	0.0
81	?b 1140 ?a => ?a 502 ?b 	0.797297297	0.813793103	0.870848708	472.0	580.0	542.0	?b	0.0	0.0	0.0
12	?b 1239 ?a => ?a 1160 ?b 	0.769911504	0.836538462	0.87	87.0	104.0	100.0	?a	0.0	0.0	0.0
118	?b 1229 ?a => ?a 23 ?b 	0.823325062	0.817241379	0.869952805	1659.0	2030.0	1907.0	?a	0.0	0.0	0.0
137	?a 1057 ?b => ?a 1261 ?b 	0.818532819	0.809160305	0.868852459	212.0	262.0	244.0	?a	0.0	0.0	0.0
138	?a 1250 ?b => ?a 1261 ?b 	0.841698842	0.795620438	0.868525896	218.0	274.0	251.0	?a	0.0	0.0	0.0
135	?b 508 ?a => ?a 1261 ?b 	0.841698842	0.816479401	0.868525896	218.0	267.0	251.0	?a	0.0	0.0	0.0
122	?b 550 ?a => ?a 490 ?b 	0.820512821	0.8	0.868217054	224.0	280.0	258.0	?b	0.0	0.0	0.0
110	?b 1107 ?a => ?a 1106 ?b 	0.834741784	0.820867959	0.867317073	1778.0	2166.0	2050.0	?a	0.0	0.0	0.0
177	?b 23 ?a => ?a 1229 ?b 	0.817241379	0.823325062	0.867224255	1659.0	2015.0	1913.0	?b	0.0	0.0	0.0
108	?b 1285 ?a => ?a 1285 ?b 	0.806682578	0.806682578	0.864450128	338.0	419.0	391.0	?a	0.0	0.0	0.0
52	?b 490 ?a => ?a 550 ?b 	0.8	0.820512821	0.861538462	224.0	273.0	260.0	?a	0.0	0.0	0.0
129	?b 1187 ?a => ?a 1267 ?b 	0.845671267	0.82902829	0.860791826	674.0	813.0	783.0	?a	0.0	0.0	0.0
